,Year,Region,Suburb,Median
6963,2011,Mornington Peninsula,mount martha,370.0
6963,2011,Mornington Peninsula,mornington,370.0
6963,2011,Mornington Peninsula,mount eliza,370.0
6962,2011,Mornington Peninsula,flinders,300.0
6962,2011,Mornington Peninsula,hastings,300.0
6960,2011,Mornington Peninsula,portsea,290.0
6960,2011,Mornington Peninsula,dromana,290.0
6956,2011,South Eastern Melbourne,hampton park,330.0
6956,2011,South Eastern Melbourne,narre warren,330.0
6955,2011,South Eastern Melbourne,endeavour hills,300.0
6955,2011,South Eastern Melbourne,dandenong north,300.0
6950,2011,Outer Eastern Melbourne,scoresby,360.0
6950,2011,Outer Eastern Melbourne,wantirna,360.0
6946,2011,Outer Eastern Melbourne,lilydale,340.0
6946,2011,Outer Eastern Melbourne,croydon,340.0
6941,2011,North Eastern Melbourne,lalor,300.0
6941,2011,North Eastern Melbourne,thomastown,300.0
6937,2011,North Eastern Melbourne,epping,335.0
6937,2011,North Eastern Melbourne,mill park,335.0
6936,2011,North Eastern Melbourne,ivanhoe east,385.0
6936,2011,North Eastern Melbourne,ivanhoe,385.0
6935,2011,North Eastern Melbourne,heidelberg west,350.0
6935,2011,North Eastern Melbourne,heidelberg,350.0
6934,2011,North Eastern Melbourne,alphington,325.0
6934,2011,North Eastern Melbourne,fairfield,325.0
6933,2011,North Eastern Melbourne,montmorency,365.0
6933,2011,North Eastern Melbourne,research,365.0
6933,2011,North Eastern Melbourne,eltham,365.0
6932,2011,North Eastern Melbourne,hurstbridge,350.0
6932,2011,North Eastern Melbourne,greensborough,350.0
6932,2011,North Eastern Melbourne,bundoora,350.0
6929,2011,North Western Melbourne,coburg north,340.0
6929,2011,North Western Melbourne,pascoe vale,340.0
6928,2011,North Western Melbourne,fawkner,330.0
6928,2011,North Western Melbourne,glenroy,330.0
6928,2011,North Western Melbourne,oak park,330.0
6927,2011,North Western Melbourne,ascot vale,380.0
6927,2011,North Western Melbourne,moonee ponds,380.0
6925,2011,North Western Melbourne,tullamarine,320.0
6925,2011,North Western Melbourne,gladstone park,320.0
6921,2011,North Western Melbourne,pascoe vale south,360.0
6921,2011,North Western Melbourne,coburg,360.0
6919,2011,North Western Melbourne,roxburgh park,320.0
6919,2011,North Western Melbourne,broadmeadows,320.0
6918,2011,Outer Western Melbourne,seddon,350.0
6918,2011,Outer Western Melbourne,yarraville,350.0
6915,2011,Outer Western Melbourne,hoppers crossing,290.0
6915,2011,Outer Western Melbourne,werribee,290.0
6912,2011,Outer Western Melbourne,deer park,290.0
6912,2011,Outer Western Melbourne,st albans,290.0
6911,2011,Outer Western Melbourne,spotswood,380.0
6911,2011,Outer Western Melbourne,newport,380.0
6909,2011,Outer Western Melbourne,avondale heights,350.0
6909,2011,Outer Western Melbourne,keilor east,350.0
6906,2011,Southern Melbourne,hughesdale,350.0
6906,2011,Southern Melbourne,murrumbeena,350.0
6905,2011,Southern Melbourne,mordialloc,350.0
6905,2011,Southern Melbourne,parkdale,350.0
6905,2011,Southern Melbourne,mentone,350.0
6902,2011,Southern Melbourne,beaumaris,495.0
6902,2011,Southern Melbourne,hampton,495.0
6894,2011,Southern Melbourne,carrum,350.0
6894,2011,Southern Melbourne,chelsea,350.0
6894,2011,Southern Melbourne,aspendale,350.0
6893,2011,Inner Eastern Melbourne,burwood east,380.0
6893,2011,Inner Eastern Melbourne,forest hill,380.0
6893,2011,Inner Eastern Melbourne,vermont,380.0
6892,2011,Inner Eastern Melbourne,mitcham,350.0
6892,2011,Inner Eastern Melbourne,nunawading,350.0
6888,2011,Inner Eastern Melbourne,mulgrave,400.0
6888,2011,Inner Eastern Melbourne,glen waverley,400.0
6886,2011,Inner Eastern Melbourne,donvale,400.0
6886,2011,Inner Eastern Melbourne,doncaster east,400.0
6884,2011,Inner Eastern Melbourne,oakleigh,380.0
6884,2011,Inner Eastern Melbourne,chadstone,380.0
6883,2011,Inner Eastern Melbourne,mont albert,420.0
6883,2011,Inner Eastern Melbourne,surrey hills,420.0
6883,2011,Inner Eastern Melbourne,canterbury,420.0
6882,2011,Inner Eastern Melbourne,glen iris,410.0
6882,2011,Inner Eastern Melbourne,camberwell,410.0
6881,2011,Inner Eastern Melbourne,ashburton,375.0
6881,2011,Inner Eastern Melbourne,burwood,375.0
6880,2011,Inner Eastern Melbourne,doncaster,405.0
6880,2011,Inner Eastern Melbourne,templestowe,405.0
6880,2011,Inner Eastern Melbourne,bulleen,405.0
6871,2011,Inner Melbourne,burnley,460.0
6871,2011,Inner Melbourne,richmond,460.0
6870,2011,Inner Melbourne,windsor,395.0
6870,2011,Inner Melbourne,prahran,395.0
6868,2011,Inner Melbourne,west melbourne,400.0
6868,2011,Inner Melbourne,north melbourne,400.0
6867,2011,Inner Melbourne,kensington,380.0
6867,2011,Inner Melbourne,flemington,380.0
6866,2011,Inner Melbourne,clifton hill,460.0
6866,2011,Inner Melbourne,fitzroy north,460.0
6860,2011,Inner Melbourne,abbotsford,450.0
6860,2011,Inner Melbourne,collingwood,450.0
6858,2011,Inner Melbourne,parkville,340.0
6858,2011,Inner Melbourne,carlton,340.0
6855,2011,Inner Melbourne,st kilda west,450.0
6855,2011,Inner Melbourne,middle park,450.0
6855,2011,Inner Melbourne,albert park,450.0
6407,2010,Other Regional Centres,maffra,220.0
6407,2010,Other Regional Centres,sale,220.0
6405,2010,Other Regional Centres,barwon heads,310.0
6405,2010,Other Regional Centres,ocean grove,310.0
6403,2010,Other Regional Centres,newborough,165.0
6403,2010,Other Regional Centres,moe,165.0
6394,2010,Bendigo,kangaroo flat,245.0
6394,2010,Bendigo,golden square,245.0
6393,2010,Bendigo,bendigo,250.0
6393,2010,Bendigo,flora hill,250.0
6391,2010,Ballarat,alfredton,250.0
6391,2010,Ballarat,wendouree,250.0
6390,2010,Ballarat,delacombe,220.0
6390,2010,Ballarat,sebastopol,220.0
6389,2010,Ballarat,buninyong,260.0
6389,2010,Ballarat,mount clear,260.0
6384,2010,Geelong,geelong west,260.0
6384,2010,Geelong,herne hill,260.0
6383,2010,Geelong,newcomb,270.0
6383,2010,Geelong,geelong,270.0
6381,2010,Geelong,grovedale,290.0
6381,2010,Geelong,belmont,290.0
6380,2010,Mornington Peninsula,carrum downs,295.0
6380,2010,Mornington Peninsula,seaford,295.0
6379,2010,Mornington Peninsula,mount martha,350.0
6379,2010,Mornington Peninsula,mornington,350.0
6379,2010,Mornington Peninsula,mount eliza,350.0
6378,2010,Mornington Peninsula,flinders,280.0
6378,2010,Mornington Peninsula,hastings,280.0
6376,2010,Mornington Peninsula,portsea,280.0
6376,2010,Mornington Peninsula,dromana,280.0
6372,2010,South Eastern Melbourne,hampton park,320.0
6372,2010,South Eastern Melbourne,narre warren,320.0
6371,2010,South Eastern Melbourne,endeavour hills,300.0
6371,2010,South Eastern Melbourne,dandenong north,300.0
6366,2010,Outer Eastern Melbourne,scoresby,350.0
6366,2010,Outer Eastern Melbourne,wantirna,350.0
6362,2010,Outer Eastern Melbourne,lilydale,320.0
6362,2010,Outer Eastern Melbourne,croydon,320.0
6357,2010,North Eastern Melbourne,lalor,300.0
6357,2010,North Eastern Melbourne,thomastown,300.0
6353,2010,North Eastern Melbourne,epping,330.0
6353,2010,North Eastern Melbourne,mill park,330.0
6352,2010,North Eastern Melbourne,ivanhoe east,355.0
6352,2010,North Eastern Melbourne,ivanhoe,355.0
6351,2010,North Eastern Melbourne,heidelberg west,335.0
6351,2010,North Eastern Melbourne,heidelberg,335.0
6350,2010,North Eastern Melbourne,alphington,320.0
6350,2010,North Eastern Melbourne,fairfield,320.0
6349,2010,North Eastern Melbourne,montmorency,355.0
6349,2010,North Eastern Melbourne,research,355.0
6349,2010,North Eastern Melbourne,eltham,355.0
6348,2010,North Eastern Melbourne,hurstbridge,340.0
6348,2010,North Eastern Melbourne,greensborough,340.0
6348,2010,North Eastern Melbourne,bundoora,340.0
6345,2010,North Western Melbourne,coburg north,330.0
6345,2010,North Western Melbourne,pascoe vale,330.0
6344,2010,North Western Melbourne,fawkner,320.0
6344,2010,North Western Melbourne,glenroy,320.0
6344,2010,North Western Melbourne,oak park,320.0
6343,2010,North Western Melbourne,ascot vale,360.0
6343,2010,North Western Melbourne,moonee ponds,360.0
6341,2010,North Western Melbourne,tullamarine,310.0
6341,2010,North Western Melbourne,gladstone park,310.0
6337,2010,North Western Melbourne,pascoe vale south,355.0
6337,2010,North Western Melbourne,coburg,355.0
6335,2010,North Western Melbourne,roxburgh park,310.0
6335,2010,North Western Melbourne,broadmeadows,310.0
6334,2010,Outer Western Melbourne,seddon,350.0
6334,2010,Outer Western Melbourne,yarraville,350.0
6331,2010,Outer Western Melbourne,hoppers crossing,280.0
6331,2010,Outer Western Melbourne,werribee,280.0
6328,2010,Outer Western Melbourne,deer park,280.0
6328,2010,Outer Western Melbourne,st albans,280.0
6327,2010,Outer Western Melbourne,spotswood,360.0
6327,2010,Outer Western Melbourne,newport,360.0
6325,2010,Outer Western Melbourne,avondale heights,340.0
6325,2010,Outer Western Melbourne,keilor east,340.0
6322,2010,Southern Melbourne,hughesdale,350.0
6322,2010,Southern Melbourne,murrumbeena,350.0
6321,2010,Southern Melbourne,mordialloc,330.0
6321,2010,Southern Melbourne,parkdale,330.0
6321,2010,Southern Melbourne,mentone,330.0
6318,2010,Southern Melbourne,beaumaris,480.0
6318,2010,Southern Melbourne,hampton,480.0
6310,2010,Southern Melbourne,carrum,340.0
6310,2010,Southern Melbourne,chelsea,340.0
6310,2010,Southern Melbourne,aspendale,340.0
6309,2010,Inner Eastern Melbourne,burwood east,370.0
6309,2010,Inner Eastern Melbourne,forest hill,370.0
6309,2010,Inner Eastern Melbourne,vermont,370.0
6308,2010,Inner Eastern Melbourne,mitcham,340.0
6308,2010,Inner Eastern Melbourne,nunawading,340.0
6304,2010,Inner Eastern Melbourne,mulgrave,390.0
6304,2010,Inner Eastern Melbourne,glen waverley,390.0
6302,2010,Inner Eastern Melbourne,donvale,380.0
6302,2010,Inner Eastern Melbourne,doncaster east,380.0
6300,2010,Inner Eastern Melbourne,oakleigh,360.0
6300,2010,Inner Eastern Melbourne,chadstone,360.0
6299,2010,Inner Eastern Melbourne,mont albert,405.0
6299,2010,Inner Eastern Melbourne,surrey hills,405.0
6299,2010,Inner Eastern Melbourne,canterbury,405.0
6298,2010,Inner Eastern Melbourne,glen iris,395.0
6298,2010,Inner Eastern Melbourne,camberwell,395.0
6297,2010,Inner Eastern Melbourne,ashburton,365.0
6297,2010,Inner Eastern Melbourne,burwood,365.0
6296,2010,Inner Eastern Melbourne,doncaster,395.0
6296,2010,Inner Eastern Melbourne,templestowe,395.0
6296,2010,Inner Eastern Melbourne,bulleen,395.0
6287,2010,Inner Melbourne,burnley,450.0
6287,2010,Inner Melbourne,richmond,450.0
6286,2010,Inner Melbourne,windsor,380.0
6286,2010,Inner Melbourne,prahran,380.0
6284,2010,Inner Melbourne,west melbourne,380.0
6284,2010,Inner Melbourne,north melbourne,380.0
6283,2010,Inner Melbourne,kensington,370.0
6283,2010,Inner Melbourne,flemington,370.0
6282,2010,Inner Melbourne,clifton hill,450.0
6282,2010,Inner Melbourne,fitzroy north,450.0
6276,2010,Inner Melbourne,abbotsford,420.0
6276,2010,Inner Melbourne,collingwood,420.0
6274,2010,Inner Melbourne,parkville,340.0
6274,2010,Inner Melbourne,carlton,340.0
6271,2010,Inner Melbourne,st kilda west,440.0
6271,2010,Inner Melbourne,middle park,440.0
6271,2010,Inner Melbourne,albert park,440.0
5823,2009,Other Regional Centres,maffra,210.0
5823,2009,Other Regional Centres,sale,210.0
5821,2009,Other Regional Centres,barwon heads,295.0
5821,2009,Other Regional Centres,ocean grove,295.0
5819,2009,Other Regional Centres,newborough,150.0
5819,2009,Other Regional Centres,moe,150.0
5810,2009,Bendigo,kangaroo flat,230.0
5810,2009,Bendigo,golden square,230.0
5809,2009,Bendigo,bendigo,230.0
5809,2009,Bendigo,flora hill,230.0
5807,2009,Ballarat,alfredton,230.0
5807,2009,Ballarat,wendouree,230.0
5806,2009,Ballarat,delacombe,210.0
5806,2009,Ballarat,sebastopol,210.0
5805,2009,Ballarat,buninyong,248.0
5805,2009,Ballarat,mount clear,248.0
5800,2009,Geelong,geelong west,240.0
5800,2009,Geelong,herne hill,240.0
5799,2009,Geelong,newcomb,250.0
5799,2009,Geelong,geelong,250.0
5797,2009,Geelong,grovedale,270.0
5797,2009,Geelong,belmont,270.0
5796,2009,Mornington Peninsula,carrum downs,270.0
5796,2009,Mornington Peninsula,seaford,270.0
5795,2009,Mornington Peninsula,mount martha,325.0
5795,2009,Mornington Peninsula,mornington,325.0
5795,2009,Mornington Peninsula,mount eliza,325.0
5794,2009,Mornington Peninsula,flinders,270.0
5794,2009,Mornington Peninsula,hastings,270.0
5792,2009,Mornington Peninsula,portsea,250.0
5792,2009,Mornington Peninsula,dromana,250.0
5788,2009,South Eastern Melbourne,hampton park,290.0
5788,2009,South Eastern Melbourne,narre warren,290.0
5787,2009,South Eastern Melbourne,endeavour hills,280.0
5787,2009,South Eastern Melbourne,dandenong north,280.0
5782,2009,Outer Eastern Melbourne,scoresby,330.0
5782,2009,Outer Eastern Melbourne,wantirna,330.0
5778,2009,Outer Eastern Melbourne,lilydale,300.0
5778,2009,Outer Eastern Melbourne,croydon,300.0
5773,2009,North Eastern Melbourne,lalor,280.0
5773,2009,North Eastern Melbourne,thomastown,280.0
5769,2009,North Eastern Melbourne,epping,310.0
5769,2009,North Eastern Melbourne,mill park,310.0
5768,2009,North Eastern Melbourne,ivanhoe east,350.0
5768,2009,North Eastern Melbourne,ivanhoe,350.0
5767,2009,North Eastern Melbourne,heidelberg west,320.0
5767,2009,North Eastern Melbourne,heidelberg,320.0
5766,2009,North Eastern Melbourne,alphington,295.0
5766,2009,North Eastern Melbourne,fairfield,295.0
5765,2009,North Eastern Melbourne,montmorency,340.0
5765,2009,North Eastern Melbourne,research,340.0
5765,2009,North Eastern Melbourne,eltham,340.0
5764,2009,North Eastern Melbourne,hurstbridge,320.0
5764,2009,North Eastern Melbourne,greensborough,320.0
5764,2009,North Eastern Melbourne,bundoora,320.0
5761,2009,North Western Melbourne,coburg north,320.0
5761,2009,North Western Melbourne,pascoe vale,320.0
5760,2009,North Western Melbourne,fawkner,300.0
5760,2009,North Western Melbourne,glenroy,300.0
5760,2009,North Western Melbourne,oak park,300.0
5759,2009,North Western Melbourne,ascot vale,350.0
5759,2009,North Western Melbourne,moonee ponds,350.0
5757,2009,North Western Melbourne,tullamarine,290.0
5757,2009,North Western Melbourne,gladstone park,290.0
5753,2009,North Western Melbourne,pascoe vale south,350.0
5753,2009,North Western Melbourne,coburg,350.0
5751,2009,North Western Melbourne,roxburgh park,300.0
5751,2009,North Western Melbourne,broadmeadows,300.0
5750,2009,Outer Western Melbourne,seddon,330.0
5750,2009,Outer Western Melbourne,yarraville,330.0
5747,2009,Outer Western Melbourne,hoppers crossing,270.0
5747,2009,Outer Western Melbourne,werribee,270.0
5744,2009,Outer Western Melbourne,deer park,270.0
5744,2009,Outer Western Melbourne,st albans,270.0
5743,2009,Outer Western Melbourne,spotswood,350.0
5743,2009,Outer Western Melbourne,newport,350.0
5741,2009,Outer Western Melbourne,avondale heights,320.0
5741,2009,Outer Western Melbourne,keilor east,320.0
5738,2009,Southern Melbourne,hughesdale,320.0
5738,2009,Southern Melbourne,murrumbeena,320.0
5737,2009,Southern Melbourne,mordialloc,310.0
5737,2009,Southern Melbourne,parkdale,310.0
5737,2009,Southern Melbourne,mentone,310.0
5734,2009,Southern Melbourne,beaumaris,460.0
5734,2009,Southern Melbourne,hampton,460.0
5726,2009,Southern Melbourne,carrum,315.0
5726,2009,Southern Melbourne,chelsea,315.0
5726,2009,Southern Melbourne,aspendale,315.0
5725,2009,Inner Eastern Melbourne,burwood east,350.0
5725,2009,Inner Eastern Melbourne,forest hill,350.0
5725,2009,Inner Eastern Melbourne,vermont,350.0
5724,2009,Inner Eastern Melbourne,mitcham,320.0
5724,2009,Inner Eastern Melbourne,nunawading,320.0
5720,2009,Inner Eastern Melbourne,mulgrave,370.0
5720,2009,Inner Eastern Melbourne,glen waverley,370.0
5718,2009,Inner Eastern Melbourne,donvale,370.0
5718,2009,Inner Eastern Melbourne,doncaster east,370.0
5716,2009,Inner Eastern Melbourne,oakleigh,350.0
5716,2009,Inner Eastern Melbourne,chadstone,350.0
5715,2009,Inner Eastern Melbourne,mont albert,400.0
5715,2009,Inner Eastern Melbourne,surrey hills,400.0
5715,2009,Inner Eastern Melbourne,canterbury,400.0
5714,2009,Inner Eastern Melbourne,glen iris,375.0
5714,2009,Inner Eastern Melbourne,camberwell,375.0
5713,2009,Inner Eastern Melbourne,ashburton,350.0
5713,2009,Inner Eastern Melbourne,burwood,350.0
5712,2009,Inner Eastern Melbourne,doncaster,375.0
5712,2009,Inner Eastern Melbourne,templestowe,375.0
5712,2009,Inner Eastern Melbourne,bulleen,375.0
5703,2009,Inner Melbourne,burnley,420.0
5703,2009,Inner Melbourne,richmond,420.0
5702,2009,Inner Melbourne,windsor,360.0
5702,2009,Inner Melbourne,prahran,360.0
5700,2009,Inner Melbourne,west melbourne,400.0
5700,2009,Inner Melbourne,north melbourne,400.0
5699,2009,Inner Melbourne,kensington,360.0
5699,2009,Inner Melbourne,flemington,360.0
5698,2009,Inner Melbourne,clifton hill,420.0
5698,2009,Inner Melbourne,fitzroy north,420.0
5692,2009,Inner Melbourne,abbotsford,400.0
5692,2009,Inner Melbourne,collingwood,400.0
5690,2009,Inner Melbourne,parkville,325.0
5690,2009,Inner Melbourne,carlton,325.0
5687,2009,Inner Melbourne,st kilda west,420.0
5687,2009,Inner Melbourne,middle park,420.0
5687,2009,Inner Melbourne,albert park,420.0
5239,2008,Other Regional Centres,maffra,200.0
5239,2008,Other Regional Centres,sale,200.0
5237,2008,Other Regional Centres,barwon heads,280.0
5237,2008,Other Regional Centres,ocean grove,280.0
5235,2008,Other Regional Centres,newborough,138.0
5235,2008,Other Regional Centres,moe,138.0
5226,2008,Bendigo,kangaroo flat,213.0
5226,2008,Bendigo,golden square,213.0
5225,2008,Bendigo,bendigo,220.0
5225,2008,Bendigo,flora hill,220.0
5223,2008,Ballarat,alfredton,220.0
5223,2008,Ballarat,wendouree,220.0
5222,2008,Ballarat,delacombe,195.0
5222,2008,Ballarat,sebastopol,195.0
5221,2008,Ballarat,buninyong,220.0
5221,2008,Ballarat,mount clear,220.0
5216,2008,Geelong,geelong west,220.0
5216,2008,Geelong,herne hill,220.0
5215,2008,Geelong,newcomb,230.0
5215,2008,Geelong,geelong,230.0
5213,2008,Geelong,grovedale,250.0
5213,2008,Geelong,belmont,250.0
5212,2008,Mornington Peninsula,carrum downs,250.0
5212,2008,Mornington Peninsula,seaford,250.0
5211,2008,Mornington Peninsula,mount martha,310.0
5211,2008,Mornington Peninsula,mornington,310.0
5211,2008,Mornington Peninsula,mount eliza,310.0
5210,2008,Mornington Peninsula,flinders,250.0
5210,2008,Mornington Peninsula,hastings,250.0
5208,2008,Mornington Peninsula,portsea,240.0
5208,2008,Mornington Peninsula,dromana,240.0
5204,2008,South Eastern Melbourne,hampton park,270.0
5204,2008,South Eastern Melbourne,narre warren,270.0
5203,2008,South Eastern Melbourne,endeavour hills,258.0
5203,2008,South Eastern Melbourne,dandenong north,258.0
5198,2008,Outer Eastern Melbourne,scoresby,320.0
5198,2008,Outer Eastern Melbourne,wantirna,320.0
5194,2008,Outer Eastern Melbourne,lilydale,280.0
5194,2008,Outer Eastern Melbourne,croydon,280.0
5189,2008,North Eastern Melbourne,lalor,250.0
5189,2008,North Eastern Melbourne,thomastown,250.0
5185,2008,North Eastern Melbourne,epping,290.0
5185,2008,North Eastern Melbourne,mill park,290.0
5184,2008,North Eastern Melbourne,ivanhoe east,330.0
5184,2008,North Eastern Melbourne,ivanhoe,330.0
5183,2008,North Eastern Melbourne,heidelberg west,300.0
5183,2008,North Eastern Melbourne,heidelberg,300.0
