,Year,Quarter,Region,Suburb,Median
9706,2016,3,North Western Melbourne,Gladstone Park-Tullamarine,347.0
9707,2016,3,North Western Melbourne,Keilor,400.0
9708,2016,3,North Western Melbourne,Moonee Ponds-Ascot Vale,400.0
9709,2016,3,North Western Melbourne,Oak Park-Glenroy-Fawkner,350.0
9710,2016,3,North Western Melbourne,Pascoe Vale-Coburg North,370.0
9711,2016,3,North Western Melbourne,Sunbury,330.0
9712,2016,3,North Western Melbourne,West Brunswick,350.0
9713,2016,3,North Eastern Melbourne,Bundoora-Greensborough-Hurstbridge,360.0
9714,2016,3,North Eastern Melbourne,Eltham-Research-Montmorency,400.0
9715,2016,3,North Eastern Melbourne,Fairfield-Alphington,370.0
9716,2016,3,North Eastern Melbourne,Heidelberg-Heidelberg West,375.0
9717,2016,3,North Eastern Melbourne,Ivanhoe-Ivanhoe East,420.0
9718,2016,3,North Eastern Melbourne,Mill Park-Epping,345.0
9719,2016,3,North Eastern Melbourne,Northcote,440.0
9720,2016,3,North Eastern Melbourne,Preston,380.0
9721,2016,3,North Eastern Melbourne,Reservoir,340.0
9722,2016,3,North Eastern Melbourne,Thomastown-Lalor,330.0
9723,2016,3,North Eastern Melbourne,Thornbury,365.0
9724,2016,3,North Eastern Melbourne,Whittlesea,350.0
9725,2016,3,Outer Eastern Melbourne,Bayswater,350.0
9726,2016,3,Outer Eastern Melbourne,Boronia,350.0
9727,2016,3,Outer Eastern Melbourne,Croydon-Lilydale,375.0
9728,2016,3,Outer Eastern Melbourne,Ferntree Gully,370.0
9729,2016,3,Outer Eastern Melbourne,Ringwood,370.0
9730,2016,3,Outer Eastern Melbourne,Rowville,420.0
9731,2016,3,Outer Eastern Melbourne,Wantirna-Scoresby,400.0
9732,2016,3,Outer Eastern Melbourne,Yarra Ranges,350.0
9733,2016,3,South Eastern Melbourne,Berwick,380.0
9734,2016,3,South Eastern Melbourne,Cranbourne,365.0
9735,2016,3,South Eastern Melbourne,Dandenong,320.0
9736,2016,3,South Eastern Melbourne,Dandenong North-Endeavour Hills,330.0
9737,2016,3,South Eastern Melbourne,Narre Warren-Hampton Park,350.0
9738,2016,3,South Eastern Melbourne,Noble Park,320.0
9739,2016,3,South Eastern Melbourne,Pakenham,330.0
9740,2016,3,South Eastern Melbourne,Springvale,350.0
9741,2016,3,Mornington Peninsula,Dromana-Portsea,340.0
9742,2016,3,Mornington Peninsula,Frankston,330.0
9743,2016,3,Mornington Peninsula,Hastings-Flinders,340.0
9744,2016,3,Mornington Peninsula,Mt Eliza-Mornington-Mt Martha,425.0
9745,2016,3,Mornington Peninsula,Seaford-Carrum Downs,345.0
9746,2016,3,Geelong,Belmont-Grovedale,340.0
9747,2016,3,Geelong,Corio,250.0
9748,2016,3,Geelong,Geelong-Newcombe,310.0
9749,2016,3,Geelong,Herne Hill-Geelong West,300.0
9750,2016,3,Geelong,Lara,340.0
9751,2016,3,Geelong,Newtown,330.0
9752,2016,3,Geelong,North Geelong,310.0
9753,2016,3,Ballarat,Ballarat,265.0
9754,2016,3,Ballarat,Mount Clear-Buninyong,318.0
9755,2016,3,Ballarat,Sebastopol-Delacombe,254.0
9756,2016,3,Ballarat,Wendouree-Alfredton,290.0
9757,2016,3,Bendigo,Bendigo,270.0
9758,2016,3,Bendigo,Flora Hill-Bendigo East,275.0
9759,2016,3,Bendigo,Golden Square-Kangaroo Flat,280.0
9760,2016,3,Bendigo,North Bendigo,280.0
9761,2016,3,Other Regional Centres,Bairnsdale,275.0
9762,2016,3,Other Regional Centres,Benalla,230.0
9763,2016,3,Other Regional Centres,Castlemaine,310.0
9764,2016,3,Other Regional Centres,Echuca,290.0
9765,2016,3,Other Regional Centres,Hamilton,230.0
9766,2016,3,Other Regional Centres,Horsham,250.0
9767,2016,3,Other Regional Centres,Mildura,270.0
9768,2016,3,Other Regional Centres,Moe-Newborough,200.0
9769,2016,3,Other Regional Centres,Morwell,200.0
9770,2016,3,Other Regional Centres,Ocean Grove-Barwon Heads,370.0
9771,2016,3,Other Regional Centres,Portland,230.0
9772,2016,3,Other Regional Centres,Sale-Maffra,270.0
9773,2016,3,Other Regional Centres,Seymour,250.0
9774,2016,3,Other Regional Centres,Shepparton,265.0
9775,2016,3,Other Regional Centres,Swan Hill,240.0
9776,2016,3,Other Regional Centres,Torquay,450.0
9777,2016,3,Other Regional Centres,Traralgon,270.0
9778,2016,3,Other Regional Centres,Wanagaratta,260.0
9779,2016,3,Other Regional Centres,Warragul,295.0
9780,2016,3,Other Regional Centres,Warrnambool,285.0
9781,2016,3,Other Regional Centres,Wodonga,290.0
9782,2016,4,Inner Melbourne,Albert Park-Middle Park-West St Kilda,520.0
9783,2016,4,Inner Melbourne,Armadale,410.0
9784,2016,4,Inner Melbourne,Carlton North,523.0
9785,2016,4,Inner Melbourne,Carlton-Parkville,380.0
9786,2016,4,Inner Melbourne,CBD-St Kilda Rd,460.0
9787,2016,4,Inner Melbourne,Collingwood-Abbotsford,450.0
9788,2016,4,Inner Melbourne,Docklands,520.0
9789,2016,4,Inner Melbourne,East Melbourne,475.0
9790,2016,4,Inner Melbourne,East St Kilda,390.0
9791,2016,4,Inner Melbourne,Elwood,410.0
9792,2016,4,Inner Melbourne,Fitzroy,525.0
9793,2016,4,Inner Melbourne,Fitzroy North-Clifton Hill,510.0
9794,2016,4,Inner Melbourne,Flemington-Kensington,400.0
9795,2016,4,Inner Melbourne,North Melbourne-West Melbourne,410.0
9796,2016,4,Inner Melbourne,Port Melbourne,560.0
9797,2016,4,Inner Melbourne,Prahran-Windsor,400.0
9798,2016,4,Inner Melbourne,Richmond-Burnley,490.0
9799,2016,4,Inner Melbourne,South Melbourne,500.0
9800,2016,4,Inner Melbourne,South Yarra,450.0
9801,2016,4,Inner Melbourne,Southbank,540.0
9802,2016,4,Inner Melbourne,St Kilda,400.0
9803,2016,4,Inner Melbourne,Toorak,460.0
9804,2016,4,Inner Eastern Melbourne,Balwyn,508.0
9805,2016,4,Inner Eastern Melbourne,Blackburn,410.0
9806,2016,4,Inner Eastern Melbourne,Box Hill,400.0
9807,2016,4,Inner Eastern Melbourne,Bulleen-Templestowe-Doncaster,450.0
9808,2016,4,Inner Eastern Melbourne,Burwood-Ashburton,425.0
9809,2016,4,Inner Eastern Melbourne,Camberwell-Glen Iris,450.0
9810,2016,4,Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,450.0
9811,2016,4,Inner Eastern Melbourne,Chadstone-Oakleigh,420.0
9812,2016,4,Inner Eastern Melbourne,Clayton,375.0
9813,2016,4,Inner Eastern Melbourne,Doncaster East-Donvale,460.0
9814,2016,4,Inner Eastern Melbourne,East Hawthorn,410.0
9815,2016,4,Inner Eastern Melbourne,Glen Waverley-Mulgrave,460.0
9816,2016,4,Inner Eastern Melbourne,Hawthorn,380.0
9817,2016,4,Inner Eastern Melbourne,Kew,480.0
9818,2016,4,Inner Eastern Melbourne,Mount Waverley,460.0
9819,2016,4,Inner Eastern Melbourne,Nunawading-Mitcham,390.0
9820,2016,4,Inner Eastern Melbourne,Vermont-Forest Hill-Burwood East,420.0
9821,2016,4,Southern Melbourne,Aspendale-Chelsea-Carrum,400.0
9822,2016,4,Southern Melbourne,Bentleigh,450.0
9823,2016,4,Southern Melbourne,Brighton,580.0
9824,2016,4,Southern Melbourne,Brighton East,635.0
9825,2016,4,Southern Melbourne,Carnegie,385.0
9826,2016,4,Southern Melbourne,Caulfield,435.0
9827,2016,4,Southern Melbourne,Cheltenham,430.0
9828,2016,4,Southern Melbourne,Elsternwick,395.0
9829,2016,4,Southern Melbourne,Hampton-Beaumaris,513.0
9830,2016,4,Southern Melbourne,Malvern,470.0
9831,2016,4,Southern Melbourne,Malvern East,400.0
9832,2016,4,Southern Melbourne,Mentone-Parkdale-Mordialloc,395.0
9833,2016,4,Southern Melbourne,Murrumbeena-Hughesdale,395.0
9834,2016,4,Outer Western Melbourne,Altona,375.0
9835,2016,4,Outer Western Melbourne,Footscray,350.0
9836,2016,4,Outer Western Melbourne,Keilor East-Avondale Heights,390.0
9837,2016,4,Outer Western Melbourne,Melton,300.0
9838,2016,4,Outer Western Melbourne,Newport-Spotswood,450.0
9839,2016,4,Outer Western Melbourne,St Albans-Deer Park,320.0
9840,2016,4,Outer Western Melbourne,Sunshine,320.0
9841,2016,4,Outer Western Melbourne,Sydenham,370.0
9842,2016,4,Outer Western Melbourne,Werribee-Hoppers Crossing,330.0
9843,2016,4,Outer Western Melbourne,West Footscray,360.0
9844,2016,4,Outer Western Melbourne,Williamstown,490.0
9845,2016,4,Outer Western Melbourne,Yarraville-Seddon,430.0
9846,2016,4,North Western Melbourne,Broadmeadows-Roxburgh Park,340.0
9847,2016,4,North Western Melbourne,Brunswick,430.0
9848,2016,4,North Western Melbourne,Coburg-Pascoe Vale South,400.0
9849,2016,4,North Western Melbourne,Craigieburn,350.0
9850,2016,4,North Western Melbourne,East Brunswick,400.0
9851,2016,4,North Western Melbourne,Essendon,380.0
9852,2016,4,North Western Melbourne,Gladstone Park-Tullamarine,350.0
9853,2016,4,North Western Melbourne,Keilor,418.0
9854,2016,4,North Western Melbourne,Moonee Ponds-Ascot Vale,400.0
9855,2016,4,North Western Melbourne,Oak Park-Glenroy-Fawkner,350.0
9856,2016,4,North Western Melbourne,Pascoe Vale-Coburg North,380.0
9857,2016,4,North Western Melbourne,Sunbury,335.0
9858,2016,4,North Western Melbourne,West Brunswick,350.0
9859,2016,4,North Eastern Melbourne,Bundoora-Greensborough-Hurstbridge,360.0
9860,2016,4,North Eastern Melbourne,Eltham-Research-Montmorency,410.0
9861,2016,4,North Eastern Melbourne,Fairfield-Alphington,375.0
9862,2016,4,North Eastern Melbourne,Heidelberg-Heidelberg West,380.0
9863,2016,4,North Eastern Melbourne,Ivanhoe-Ivanhoe East,430.0
9864,2016,4,North Eastern Melbourne,Mill Park-Epping,350.0
9865,2016,4,North Eastern Melbourne,Northcote,450.0
9866,2016,4,North Eastern Melbourne,Preston,390.0
9867,2016,4,North Eastern Melbourne,Reservoir,345.0
9868,2016,4,North Eastern Melbourne,Thomastown-Lalor,330.0
9869,2016,4,North Eastern Melbourne,Thornbury,365.0
9870,2016,4,North Eastern Melbourne,Whittlesea,350.0
9871,2016,4,Outer Eastern Melbourne,Bayswater,350.0
9872,2016,4,Outer Eastern Melbourne,Boronia,360.0
9873,2016,4,Outer Eastern Melbourne,Croydon-Lilydale,380.0
9874,2016,4,Outer Eastern Melbourne,Ferntree Gully,370.0
9875,2016,4,Outer Eastern Melbourne,Ringwood,370.0
9876,2016,4,Outer Eastern Melbourne,Rowville,420.0
9877,2016,4,Outer Eastern Melbourne,Wantirna-Scoresby,400.0
9878,2016,4,Outer Eastern Melbourne,Yarra Ranges,355.0
9879,2016,4,South Eastern Melbourne,Berwick,380.0
9880,2016,4,South Eastern Melbourne,Cranbourne,370.0
9881,2016,4,South Eastern Melbourne,Dandenong,320.0
9882,2016,4,South Eastern Melbourne,Dandenong North-Endeavour Hills,335.0
9883,2016,4,South Eastern Melbourne,Narre Warren-Hampton Park,360.0
9884,2016,4,South Eastern Melbourne,Noble Park,325.0
9885,2016,4,South Eastern Melbourne,Pakenham,335.0
9886,2016,4,South Eastern Melbourne,Springvale,360.0
9887,2016,4,Mornington Peninsula,Dromana-Portsea,350.0
9888,2016,4,Mornington Peninsula,Frankston,330.0
9889,2016,4,Mornington Peninsula,Hastings-Flinders,340.0
9890,2016,4,Mornington Peninsula,Mt Eliza-Mornington-Mt Martha,430.0
9891,2016,4,Mornington Peninsula,Seaford-Carrum Downs,350.0
9892,2016,4,Geelong,Belmont-Grovedale,340.0
9893,2016,4,Geelong,Corio,250.0
9894,2016,4,Geelong,Geelong-Newcombe,310.0
9895,2016,4,Geelong,Herne Hill-Geelong West,300.0
9896,2016,4,Geelong,Lara,340.0
9897,2016,4,Geelong,Newtown,340.0
9898,2016,4,Geelong,North Geelong,310.0
9899,2016,4,Ballarat,Ballarat,270.0
9900,2016,4,Ballarat,Mount Clear-Buninyong,310.0
9901,2016,4,Ballarat,Sebastopol-Delacombe,255.0
9902,2016,4,Ballarat,Wendouree-Alfredton,290.0
9903,2016,4,Bendigo,Bendigo,270.0
9904,2016,4,Bendigo,Flora Hill-Bendigo East,280.0
9905,2016,4,Bendigo,Golden Square-Kangaroo Flat,280.0
9906,2016,4,Bendigo,North Bendigo,280.0
9907,2016,4,Other Regional Centres,Bairnsdale,280.0
9908,2016,4,Other Regional Centres,Benalla,233.0
9909,2016,4,Other Regional Centres,Castlemaine,310.0
9910,2016,4,Other Regional Centres,Echuca,300.0
9911,2016,4,Other Regional Centres,Hamilton,230.0
9912,2016,4,Other Regional Centres,Horsham,250.0
9913,2016,4,Other Regional Centres,Mildura,273.0
9914,2016,4,Other Regional Centres,Moe-Newborough,205.0
9915,2016,4,Other Regional Centres,Morwell,200.0
9916,2016,4,Other Regional Centres,Ocean Grove-Barwon Heads,370.0
9917,2016,4,Other Regional Centres,Portland,230.0
9918,2016,4,Other Regional Centres,Sale-Maffra,273.0
9919,2016,4,Other Regional Centres,Seymour,250.0
9920,2016,4,Other Regional Centres,Shepparton,270.0
9921,2016,4,Other Regional Centres,Swan Hill,240.0
9922,2016,4,Other Regional Centres,Torquay,450.0
9923,2016,4,Other Regional Centres,Traralgon,270.0
9924,2016,4,Other Regional Centres,Wanagaratta,260.0
9925,2016,4,Other Regional Centres,Warragul,300.0
9926,2016,4,Other Regional Centres,Warrnambool,290.0
9927,2016,4,Other Regional Centres,Wodonga,290.0
9928,2017,1,Inner Melbourne,Albert Park-Middle Park-West St Kilda,520.0
9929,2017,1,Inner Melbourne,Armadale,420.0
9930,2017,1,Inner Melbourne,Carlton North,530.0
9931,2017,1,Inner Melbourne,Carlton-Parkville,395.0
9932,2017,1,Inner Melbourne,CBD-St Kilda Rd,470.0
9933,2017,1,Inner Melbourne,Collingwood-Abbotsford,450.0
9934,2017,1,Inner Melbourne,Docklands,520.0
9935,2017,1,Inner Melbourne,East Melbourne,495.0
9936,2017,1,Inner Melbourne,East St Kilda,400.0
9937,2017,1,Inner Melbourne,Elwood,418.0
9938,2017,1,Inner Melbourne,Fitzroy,530.0
9939,2017,1,Inner Melbourne,Fitzroy North-Clifton Hill,510.0
9940,2017,1,Inner Melbourne,Flemington-Kensington,410.0
9941,2017,1,Inner Melbourne,North Melbourne-West Melbourne,420.0
9942,2017,1,Inner Melbourne,Port Melbourne,560.0
9943,2017,1,Inner Melbourne,Prahran-Windsor,400.0
9944,2017,1,Inner Melbourne,Richmond-Burnley,495.0
9945,2017,1,Inner Melbourne,South Melbourne,500.0
9946,2017,1,Inner Melbourne,South Yarra,450.0
9947,2017,1,Inner Melbourne,Southbank,540.0
9948,2017,1,Inner Melbourne,St Kilda,400.0
9949,2017,1,Inner Melbourne,Toorak,473.0
9950,2017,1,Inner Eastern Melbourne,Balwyn,500.0
9951,2017,1,Inner Eastern Melbourne,Blackburn,410.0
9952,2017,1,Inner Eastern Melbourne,Box Hill,400.0
9953,2017,1,Inner Eastern Melbourne,Bulleen-Templestowe-Doncaster,450.0
9954,2017,1,Inner Eastern Melbourne,Burwood-Ashburton,430.0
9955,2017,1,Inner Eastern Melbourne,Camberwell-Glen Iris,450.0
9956,2017,1,Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,468.0
9957,2017,1,Inner Eastern Melbourne,Chadstone-Oakleigh,425.0
9958,2017,1,Inner Eastern Melbourne,Clayton,380.0
9959,2017,1,Inner Eastern Melbourne,Doncaster East-Donvale,465.0
9960,2017,1,Inner Eastern Melbourne,East Hawthorn,420.0
9961,2017,1,Inner Eastern Melbourne,Glen Waverley-Mulgrave,460.0
9962,2017,1,Inner Eastern Melbourne,Hawthorn,380.0
9963,2017,1,Inner Eastern Melbourne,Kew,490.0
9964,2017,1,Inner Eastern Melbourne,Mount Waverley,460.0
9965,2017,1,Inner Eastern Melbourne,Nunawading-Mitcham,390.0
9966,2017,1,Inner Eastern Melbourne,Vermont-Forest Hill-Burwood East,420.0
9967,2017,1,Southern Melbourne,Aspendale-Chelsea-Carrum,400.0
9968,2017,1,Southern Melbourne,Bentleigh,450.0
9969,2017,1,Southern Melbourne,Brighton,600.0
9970,2017,1,Southern Melbourne,Brighton East,635.0
9971,2017,1,Southern Melbourne,Carnegie,395.0
9972,2017,1,Southern Melbourne,Caulfield,440.0
9973,2017,1,Southern Melbourne,Cheltenham,430.0
9974,2017,1,Southern Melbourne,Elsternwick,400.0
9975,2017,1,Southern Melbourne,Hampton-Beaumaris,525.0
9976,2017,1,Southern Melbourne,Malvern,460.0
9977,2017,1,Southern Melbourne,Malvern East,400.0
9978,2017,1,Southern Melbourne,Mentone-Parkdale-Mordialloc,395.0
9979,2017,1,Southern Melbourne,Murrumbeena-Hughesdale,400.0
9980,2017,1,Outer Western Melbourne,Altona,380.0
9981,2017,1,Outer Western Melbourne,Footscray,355.0
9982,2017,1,Outer Western Melbourne,Keilor East-Avondale Heights,395.0
9983,2017,1,Outer Western Melbourne,Melton,310.0
9984,2017,1,Outer Western Melbourne,Newport-Spotswood,450.0
9985,2017,1,Outer Western Melbourne,St Albans-Deer Park,330.0
9986,2017,1,Outer Western Melbourne,Sunshine,330.0
9987,2017,1,Outer Western Melbourne,Sydenham,375.0
9988,2017,1,Outer Western Melbourne,Werribee-Hoppers Crossing,330.0
9989,2017,1,Outer Western Melbourne,West Footscray,360.0
9990,2017,1,Outer Western Melbourne,Williamstown,490.0
9991,2017,1,Outer Western Melbourne,Yarraville-Seddon,445.0
9992,2017,1,North Western Melbourne,Broadmeadows-Roxburgh Park,340.0
9993,2017,1,North Western Melbourne,Brunswick,430.0
9994,2017,1,North Western Melbourne,Coburg-Pascoe Vale South,410.0
9995,2017,1,North Western Melbourne,Craigieburn,350.0
9996,2017,1,North Western Melbourne,East Brunswick,400.0
9997,2017,1,North Western Melbourne,Essendon,380.0
9998,2017,1,North Western Melbourne,Gladstone Park-Tullamarine,350.0
9999,2017,1,North Western Melbourne,Keilor,425.0
10000,2017,1,North Western Melbourne,Moonee Ponds-Ascot Vale,410.0
10001,2017,1,North Western Melbourne,Oak Park-Glenroy-Fawkner,360.0
10002,2017,1,North Western Melbourne,Pascoe Vale-Coburg North,385.0
10003,2017,1,North Western Melbourne,Sunbury,340.0
10004,2017,1,North Western Melbourne,West Brunswick,350.0
10005,2017,1,North Eastern Melbourne,Bundoora-Greensborough-Hurstbridge,365.0
10006,2017,1,North Eastern Melbourne,Eltham-Research-Montmorency,410.0
10007,2017,1,North Eastern Melbourne,Fairfield-Alphington,375.0
10008,2017,1,North Eastern Melbourne,Heidelberg-Heidelberg West,388.0
10009,2017,1,North Eastern Melbourne,Ivanhoe-Ivanhoe East,440.0
10010,2017,1,North Eastern Melbourne,Mill Park-Epping,350.0
10011,2017,1,North Eastern Melbourne,Northcote,460.0
10012,2017,1,North Eastern Melbourne,Preston,390.0
10013,2017,1,North Eastern Melbourne,Reservoir,350.0
10014,2017,1,North Eastern Melbourne,Thomastown-Lalor,340.0
10015,2017,1,North Eastern Melbourne,Thornbury,375.0
10016,2017,1,North Eastern Melbourne,Whittlesea,350.0
10017,2017,1,Outer Eastern Melbourne,Bayswater,355.0
10018,2017,1,Outer Eastern Melbourne,Boronia,360.0
10019,2017,1,Outer Eastern Melbourne,Croydon-Lilydale,380.0
10020,2017,1,Outer Eastern Melbourne,Ferntree Gully,380.0
10021,2017,1,Outer Eastern Melbourne,Ringwood,380.0
10022,2017,1,Outer Eastern Melbourne,Rowville,435.0
10023,2017,1,Outer Eastern Melbourne,Wantirna-Scoresby,410.0
10024,2017,1,Outer Eastern Melbourne,Yarra Ranges,360.0
10025,2017,1,South Eastern Melbourne,Berwick,390.0
10026,2017,1,South Eastern Melbourne,Cranbourne,370.0
10027,2017,1,South Eastern Melbourne,Dandenong,330.0
10028,2017,1,South Eastern Melbourne,Dandenong North-Endeavour Hills,340.0
10029,2017,1,South Eastern Melbourne,Narre Warren-Hampton Park,360.0
10030,2017,1,South Eastern Melbourne,Noble Park,330.0
10031,2017,1,South Eastern Melbourne,Pakenham,340.0
10032,2017,1,South Eastern Melbourne,Springvale,360.0
10033,2017,1,Mornington Peninsula,Dromana-Portsea,350.0
10034,2017,1,Mornington Peninsula,Frankston,335.0
10035,2017,1,Mornington Peninsula,Hastings-Flinders,350.0
10036,2017,1,Mornington Peninsula,Mt Eliza-Mornington-Mt Martha,450.0
10037,2017,1,Mornington Peninsula,Seaford-Carrum Downs,350.0
10038,2017,1,Geelong,Belmont-Grovedale,350.0
10039,2017,1,Geelong,Corio,250.0
10040,2017,1,Geelong,Geelong-Newcombe,310.0
10041,2017,1,Geelong,Herne Hill-Geelong West,320.0
10042,2017,1,Geelong,Lara,340.0
10043,2017,1,Geelong,Newtown,350.0
10044,2017,1,Geelong,North Geelong,315.0
10045,2017,1,Ballarat,Ballarat,270.0
10046,2017,1,Ballarat,Mount Clear-Buninyong,310.0
10047,2017,1,Ballarat,Sebastopol-Delacombe,260.0
10048,2017,1,Ballarat,Wendouree-Alfredton,290.0
10049,2017,1,Bendigo,Bendigo,273.0
10050,2017,1,Bendigo,Flora Hill-Bendigo East,280.0
10051,2017,1,Bendigo,Golden Square-Kangaroo Flat,280.0
10052,2017,1,Bendigo,North Bendigo,280.0
10053,2017,1,Other Regional Centres,Bairnsdale,280.0
10054,2017,1,Other Regional Centres,Benalla,240.0
10055,2017,1,Other Regional Centres,Castlemaine,320.0
10056,2017,1,Other Regional Centres,Echuca,300.0
10057,2017,1,Other Regional Centres,Hamilton,230.0
10058,2017,1,Other Regional Centres,Horsham,255.0
10059,2017,1,Other Regional Centres,Mildura,280.0
10060,2017,1,Other Regional Centres,Moe-Newborough,210.0
10061,2017,1,Other Regional Centres,Morwell,200.0
10062,2017,1,Other Regional Centres,Ocean Grove-Barwon Heads,378.0
10063,2017,1,Other Regional Centres,Portland,230.0
10064,2017,1,Other Regional Centres,Sale-Maffra,270.0
10065,2017,1,Other Regional Centres,Seymour,250.0
10066,2017,1,Other Regional Centres,Shepparton,270.0
10067,2017,1,Other Regional Centres,Swan Hill,245.0
10068,2017,1,Other Regional Centres,Torquay,450.0
10069,2017,1,Other Regional Centres,Traralgon,270.0
10070,2017,1,Other Regional Centres,Wanagaratta,260.0
10071,2017,1,Other Regional Centres,Warragul,300.0
10072,2017,1,Other Regional Centres,Warrnambool,290.0
10073,2017,1,Other Regional Centres,Wodonga,295.0
10074,2017,2,Inner Melbourne,Albert Park-Middle Park-West St Kilda,531.0
10075,2017,2,Inner Melbourne,Armadale,440.0
10076,2017,2,Inner Melbourne,Carlton North,540.0
10077,2017,2,Inner Melbourne,Carlton-Parkville,395.0
10078,2017,2,Inner Melbourne,CBD-St Kilda Rd,480.0
10079,2017,2,Inner Melbourne,Collingwood-Abbotsford,450.0
10080,2017,2,Inner Melbourne,Docklands,510.0
10081,2017,2,Inner Melbourne,East Melbourne,495.0
10082,2017,2,Inner Melbourne,East St Kilda,400.0
10083,2017,2,Inner Melbourne,Elwood,420.0
10084,2017,2,Inner Melbourne,Fitzroy,530.0
10085,2017,2,Inner Melbourne,Fitzroy North-Clifton Hill,520.0
10086,2017,2,Inner Melbourne,Flemington-Kensington,415.0
10087,2017,2,Inner Melbourne,North Melbourne-West Melbourne,420.0
10088,2017,2,Inner Melbourne,Port Melbourne,570.0
10089,2017,2,Inner Melbourne,Prahran-Windsor,410.0
10090,2017,2,Inner Melbourne,Richmond-Burnley,500.0
10091,2017,2,Inner Melbourne,South Melbourne,510.0
10092,2017,2,Inner Melbourne,South Yarra,450.0
10093,2017,2,Inner Melbourne,Southbank,540.0
10094,2017,2,Inner Melbourne,St Kilda,405.0
10095,2017,2,Inner Melbourne,Toorak,475.0
10096,2017,2,Inner Eastern Melbourne,Balwyn,500.0
10097,2017,2,Inner Eastern Melbourne,Blackburn,410.0
10098,2017,2,Inner Eastern Melbourne,Box Hill,400.0
10099,2017,2,Inner Eastern Melbourne,Bulleen-Templestowe-Doncaster,450.0
10100,2017,2,Inner Eastern Melbourne,Burwood-Ashburton,438.0
10101,2017,2,Inner Eastern Melbourne,Camberwell-Glen Iris,450.0
10102,2017,2,Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,475.0
10103,2017,2,Inner Eastern Melbourne,Chadstone-Oakleigh,430.0
10104,2017,2,Inner Eastern Melbourne,Clayton,380.0
10105,2017,2,Inner Eastern Melbourne,Doncaster East-Donvale,465.0
10106,2017,2,Inner Eastern Melbourne,East Hawthorn,420.0
10107,2017,2,Inner Eastern Melbourne,Glen Waverley-Mulgrave,460.0
10108,2017,2,Inner Eastern Melbourne,Hawthorn,380.0
10109,2017,2,Inner Eastern Melbourne,Kew,490.0
10110,2017,2,Inner Eastern Melbourne,Mount Waverley,465.0
10111,2017,2,Inner Eastern Melbourne,Nunawading-Mitcham,395.0
10112,2017,2,Inner Eastern Melbourne,Vermont-Forest Hill-Burwood East,420.0
10113,2017,2,Southern Melbourne,Aspendale-Chelsea-Carrum,400.0
10114,2017,2,Southern Melbourne,Bentleigh,460.0
10115,2017,2,Southern Melbourne,Brighton,595.0
10116,2017,2,Southern Melbourne,Brighton East,655.0
10117,2017,2,Southern Melbourne,Carnegie,400.0
10118,2017,2,Southern Melbourne,Caulfield,440.0
10119,2017,2,Southern Melbourne,Cheltenham,440.0
10120,2017,2,Southern Melbourne,Elsternwick,420.0
10121,2017,2,Southern Melbourne,Hampton-Beaumaris,525.0
10122,2017,2,Southern Melbourne,Malvern,460.0
10123,2017,2,Southern Melbourne,Malvern East,410.0
10124,2017,2,Southern Melbourne,Mentone-Parkdale-Mordialloc,400.0
10125,2017,2,Southern Melbourne,Murrumbeena-Hughesdale,400.0
10126,2017,2,Outer Western Melbourne,Altona,380.0
10127,2017,2,Outer Western Melbourne,Footscray,360.0
10128,2017,2,Outer Western Melbourne,Keilor East-Avondale Heights,395.0
10129,2017,2,Outer Western Melbourne,Melton,310.0
10130,2017,2,Outer Western Melbourne,Newport-Spotswood,460.0
10131,2017,2,Outer Western Melbourne,St Albans-Deer Park,330.0
10132,2017,2,Outer Western Melbourne,Sunshine,330.0
10133,2017,2,Outer Western Melbourne,Sydenham,380.0
10134,2017,2,Outer Western Melbourne,Werribee-Hoppers Crossing,340.0
10135,2017,2,Outer Western Melbourne,West Footscray,360.0
10136,2017,2,Outer Western Melbourne,Williamstown,490.0
10137,2017,2,Outer Western Melbourne,Yarraville-Seddon,450.0
10138,2017,2,North Western Melbourne,Broadmeadows-Roxburgh Park,345.0
10139,2017,2,North Western Melbourne,Brunswick,440.0
10140,2017,2,North Western Melbourne,Coburg-Pascoe Vale South,418.0
10141,2017,2,North Western Melbourne,Craigieburn,350.0
10142,2017,2,North Western Melbourne,East Brunswick,420.0
10143,2017,2,North Western Melbourne,Essendon,390.0
10144,2017,2,North Western Melbourne,Gladstone Park-Tullamarine,360.0
10145,2017,2,North Western Melbourne,Keilor,400.0
10146,2017,2,North Western Melbourne,Moonee Ponds-Ascot Vale,410.0
10147,2017,2,North Western Melbourne,Oak Park-Glenroy-Fawkner,360.0
10148,2017,2,North Western Melbourne,Pascoe Vale-Coburg North,390.0
10149,2017,2,North Western Melbourne,Sunbury,340.0
10150,2017,2,North Western Melbourne,West Brunswick,350.0
10151,2017,2,North Eastern Melbourne,Bundoora-Greensborough-Hurstbridge,370.0
10152,2017,2,North Eastern Melbourne,Eltham-Research-Montmorency,415.0
10153,2017,2,North Eastern Melbourne,Fairfield-Alphington,375.0
10154,2017,2,North Eastern Melbourne,Heidelberg-Heidelberg West,390.0
10155,2017,2,North Eastern Melbourne,Ivanhoe-Ivanhoe East,450.0
10156,2017,2,North Eastern Melbourne,Mill Park-Epping,350.0
