,coordinates,cost_text,name,rooms
206,"[-38.1347445, 144.3282258]",295.0,1/2A Staverly Road Herne Hill VIC 3218,"['1 Bed', '1 Bath', '1 Parking']"
207,"[-38.1393497, 144.3270539]",420.0,4 Knight Avenue Herne Hill VIC 3218,"['3 Beds', '1 Bath', '2 Parking']"
208,"[-38.1389903, 144.3247273]",470.0,30 Knight Avenue Herne Hill VIC 3218,"['3 Beds', '1 Bath', '1 Parking']"
209,"[-38.1298842, 144.3262428]",295.0,1/59 Maurice Street Herne Hill VIC 3218,"['2 Beds', '1 Bath', '1 Parking']"
210,"[-38.1317969, 144.3383676]",400.0,40 Shannon Avenue Geelong West VIC 3218,"['4 Beds', '1 Bath', '2 Parking']"
211,"[-38.1447142, 144.3486695]",440.0,106/17 Halstead Place Geelong West VIC 3218,"['2 Beds', '1 Bath', '1 Parking']"
212,"[-38.1387023, 144.3484196]",395.0,4/115 Pakington Street Geelong West VIC 3218,"['2 Beds', '1 Bath', '1 Parking']"
213,"[-38.1449175, 144.3465017]",795.0,9 Gertrude Street Geelong West VIC 3218,"['4 Beds', '2 Baths', '3 Parking']"
214,"[-38.1454731, 144.3512303]",450.0,1/22 Emerald Street Geelong West VIC 3218,"['2 Beds', '2 Baths', '1 Parking']"
215,"[-38.1447847, 144.337044]",350.0,3/15 Addis Street Geelong West VIC 3218,"['1 Bed', '1 Bath', '1 Parking']"
216,"[-38.1436103, 144.3418688]",440.0,4 Laira Street Geelong West VIC 3218,"['2 Beds', '1 Bath', '1 Parking']"
219,"[-38.1361937, 144.348199]",550.0,3/6 Collins Street Geelong West VIC 3218,"['3 Beds', '3 Baths', '2 Parking']"
220,"[-38.1411441, 144.3495762]",590.0,51 Candover Street Geelong West VIC 3218,"['4 Beds', '2 Baths', '2 Parking']"
221,"[-38.1302923, 144.3340489]",280.0,1/197 Church Street Manifold Heights VIC 3218,"['1 Bed', '1 Bath', '1 Parking']"
222,"[-38.1390284, 144.3216751]",270.0,7/8 Heytesbury Street Herne Hill VIC 3218,"['1 Bed', '1 Bath', '1 Parking']"
223,"[-38.1397752, 144.3385869]",595.0,4/113-115 Albert Street Geelong West VIC 3218,"['3 Beds', '2 Baths', '2 Parking']"
224,"[-38.13964970000001, 144.3246258]",295.0,5/29 Knight Avenue Herne Hill VIC 3218,"['1 Bed', '1 Bath', '1 Parking']"
225,"[-38.1293804, 144.3228277]",400.0,23 Maurice Street Herne Hill VIC 3218,"['3 Beds', '1 Bath']"
226,"[-38.133214, 144.3453741]",340.0,3/53 Isabella Street Geelong West VIC 3218,"['2 Beds', '1 Bath', '1 Parking']"
227,"[-38.1374784, 144.3455409]",490.0,2/4 Waratah Street Geelong West VIC 3218,"['3 Beds', '2 Baths', '2 Parking']"
228,"[-38.1346214, 144.348202]",500.0,14/10-12 Britannia Street Geelong West VIC 3218,"['3 Beds', '2 Baths', '1 Parking']"
229,"[-38.138341, 144.3494694]",420.0,49 Wellington Street Geelong West VIC 3218,"['3 Beds', '1 Bath', '1 Parking']"
230,"[-38.1376974, 144.3288469]",450.0,11 Hilltop Street Herne Hill VIC 3218,"['3 Beds', '1 Bath', '1 Parking']"
231,"[-38.1420772, 144.3386075]",420.0,199A Autumn Street Geelong West VIC 3218,"['2 Beds', '1 Bath', '1 Parking']"
232,"[-38.133576, 144.3288469]",395.0,21 Turkeith Avenue Herne Hill VIC 3218,"['3 Beds', '1 Bath', '2 Parking']"
233,"[-38.1399275, 144.3497683]",390.0,62 Preston Street Geelong West VIC 3218,"['3 Beds', '1 Bath', '2 Parking']"
234,"[-38.1422581, 144.3396485]",430.0,185 Autumn Street Geelong West VIC 3218,"['2 Beds', '1 Bath', '2 Parking']"
235,"[-38.1352625, 144.3217605]",350.0,1/53 Heytesbury Street Herne Hill VIC 3218,"['2 Beds', '1 Bath', '1 Parking']"
236,"[-38.1453401, 144.350927]",520.0,1/24 Emerald Street Geelong West VIC 3218,"['3 Beds', '2 Baths', '1 Parking']"
237,"[-38.1426918, 144.3403744]",430.0,9 French St Geelong West VIC 3218,"['3 Beds', '2 Baths', '2 Parking']"
238,"[-38.1424305, 144.3380687]",470.0,47 French Street Geelong West VIC 3218,"['3 Beds', '1 Bath', '2 Parking']"
239,"[-38.1438566, 144.3448577]",490.0,26 Coquette Street Geelong West VIC 3218,"['3 Beds', '1 Bath', '2 Parking']"
240,"[-38.1433384, 144.3399474]",500.0,23 Crofton St Geelong West VIC 3218,"['3 Beds', '1 Bath', '1 Parking']"
241,"[-38.1323989, 144.3474624]",430.0,4 Hodgson Street Geelong West VIC 3218,"['3 Beds', '1 Bath', '2 Parking']"
242,"[-38.1385894, 144.3512202]",675.0,29 Wellington St Geelong West VIC 3218,"['4 Beds', '2 Baths', '1 Parking']"
243,"[-38.14268819999999, 144.3312377]",450.0,42 Sydenham Avenue Manifold Heights VIC 3218,"['3 Beds', '1 Bath', '1 Parking']"
244,"[-38.147107, 144.3515405]",310.0,6 Aberdeen St Geelong West VIC 3218,"['1 Bed', '2 Baths', '8 Parking']"
246,"[-38.1446869, 144.351391]",575.0,24 Spring Street Geelong West VIC 3218,"['4 Beds', '2 Baths', '2 Parking']"
247,"[-38.1436944, 144.3455614]",630.0,24 Bowlers Avenue Geelong West VIC 3218,"['3 Beds', '3 Baths', '2 Parking']"
248,"[-38.1414239, 144.3437902]",450.0,134 Hope Street Geelong West VIC 3218,"['4 Beds', '1 Bath', '1 Parking']"
249,"[-38.1364241, 144.3005805]",530.0,89 Clarkes Road Fyansford VIC 3218,"['4 Beds', '2 Baths', '2 Parking']"
250,"[-38.1372021, 144.330295]",440.0,103 Minerva Road Herne Hill VIC 3218,"['4 Beds', '1 Bath', '1 Parking']"
251,"[-38.1449125, 144.3506117]",450.0,2/35 Spring Street Geelong West VIC 3218,"['2 Beds', '1 Bath', '1 Parking']"
252,"[-37.8402938, 145.1673137]",430.0,6 Bogong Court Forest Hill VIC 3131,"['3 Beds', '1 Bath', '1 Parking']"
253,"[-37.8305252, 145.1793223]",400.0,4/108 Mount Pleasant Road Nunawading VIC 3131,"['2 Beds', '1 Bath', '1 Parking']"
254,"[-37.8381008, 145.1805608]",690.0,3 Leddy Street Forest Hill VIC 3131,"['4 Beds', '2 Baths', '2 Parking']"
255,"[-37.83678159999999, 145.1821245]",390.0,5/470-474 Canterbury Road Forest Hill VIC 3131,"['2 Beds', '1 Bath', '1 Parking']"
256,"[-37.8084405, 145.1843934]",780.0,70A Hedge End Road Nunawading VIC 3131,"['4 Beds', '3 Baths', '1 Parking']"
257,"[-37.817488, 145.177623]",475.0,4/59 O'shannessy Street Nunawading VIC 3131,"['2 Beds', '1 Bath', '1 Parking']"
258,"[-37.8321494, 145.1767589]",460.0,61 Shady Grove Forest Hill VIC 3131,"['3 Beds', '1 Bath', '2 Parking']"
259,"[-37.8325074, 145.1739446]",520.0,2 Clifford Court Forest Hill VIC 3131,"['3 Beds', '1 Bath', '2 Parking']"
260,"[-37.8251057, 145.1735891]",465.0,1 Lewis Court Nunawading VIC 3131,"['3 Beds', '1 Bath', '2 Parking']"
261,"[-37.8237765, 145.1777562]",410.0,4/32 Mount Pleasant Road Nunawading VIC 3131,"['3 Beds', '2 Baths', '1 Parking']"
262,"[-37.8363255, 145.1673569]",480.0,16 Lyell Walk Forest Hill VIC 3131,"['3 Beds', '2 Baths', '2 Parking']"
263,"[-37.8091797, 145.180727]",280.0,2/29 Efron Street Nunawading VIC 3131,"['1 Bed', '1 Bath', '2 Parking']"
264,"[-37.8250101, 145.1755715]",530.0,3/3 Heather Grove Nunawading VIC 3131,"['3 Beds', '2 Baths', '2 Parking']"
265,"[-37.847615, 145.1655671]",850.0,1 Magnolia Drive Forest Hill VIC 3131,"['4 Beds', '2 Baths', '2 Parking']"
266,"[-37.84074349999999, 145.1650712]",505.0,108 Mahoneys Road Forest Hill VIC 3131,"['3 Beds', '1 Bath', '1 Parking']"
267,"[-37.8351385, 145.1823456]",260.0,12A Felicia Grove Forest Hill VIC 3131,"['1 Bed', '1 Bath']"
268,"[-37.8370841, 145.1808547]",350.0,15/18 Lernes Street Forest Hill VIC 3131,"['2 Beds', '1 Bath', '1 Parking']"
269,"[-37.8435333, 145.1742142]",495.0,26 Jolimont Road Forest Hill VIC 3131,"['3 Beds', '2 Baths', '1 Parking']"
270,"[-37.83715850000001, 145.1694485]",400.0,16 Mill Avenue Forest Hill VIC 3131,"['3 Beds', '1 Bath', '1 Parking']"
271,"[-37.816805, 145.1699045]",450.0,3/6 Russell Street Nunawading VIC 3131,"['2 Beds', '1 Bath', '2 Parking']"
272,"[-37.8268633, 145.1784784]",420.0,1/1 Menin Road Nunawading VIC 3131,"['2 Beds', '1 Bath', '2 Parking']"
273,"[-37.8401674, 145.1643381]",480.0,4 Troy Court Forest Hill VIC 3131,"['3 Beds', '1 Bath', '2 Parking']"
274,"[-37.8498771, 145.1672922]",630.0,5 Ansett Crescent Forest Hill VIC 3131,"['4 Beds', '2 Baths', '4 Parking']"
275,"[-37.8476614, 145.1661925]",850.0,11 Magnolia Drive Forest Hill VIC 3131,"['4 Beds', '2 Baths', '2 Parking']"
276,"[-37.8119258, 145.1680469]",400.0,261 Springfield Road Nunawading VIC 3131,"['2 Beds', '1 Bath', '1 Parking']"
277,"[-37.8476547, 145.1658475]",800.0,5 Magnolia Drive Forest Hill VIC 3131,"['4 Beds', '2 Baths', '2 Parking']"
278,"[-37.8169396, 145.1695987]",450.0,2/25 Koroit Street Nunawading VIC 3131,"['3 Beds', '3 Baths', '1 Parking']"
279,"[-37.8291317, 145.1743989]",575.0,2/79-81 Springvale Road Nunawading VIC 3131,"['3 Beds', '2 Baths', '1 Parking']"
280,"[-37.8036712, 145.185213]",480.0,3 Ferdinand Street Nunawading VIC 3131,"['3 Beds', '1 Bath', '1 Parking']"
281,"[-37.8411099, 145.1601982]",590.0,53 Vicki Street Forest Hill VIC 3131,"['3 Beds', '1 Bath', '1 Parking']"
282,"[-37.831542400000004, 145.1850857]",410.0,47 Betula Avenue Nunawading VIC 3131,"['3 Beds', '1 Bath', '1 Parking']"
283,"[-37.8147437, 145.1806408]",580.0,2/31 McCulloch St Nunawading VIC 3131,"['3 Beds', '3 Baths', '5 Parking']"
284,"[-37.8252592, 145.1701377]",595.0,3/178 Central Road Nunawading VIC 3131,"['3 Beds', '2 Baths', '2 Parking']"
285,"[-37.8173382, 145.1716466]",485.0,2/18 Burnt Street Nunawading VIC 3131,"['3 Beds', '1 Bath', '2 Parking']"
286,"[-37.8355407, 145.1770072]",625.0,2/432 Canterbury Road Forest Hill VIC 3131,"['4 Beds', '2 Baths', '2 Parking']"
287,"[-37.843291, 145.1666668]",550.0,22 Victor Crescent Forest Hill VIC 3131,"['4 Beds', '2 Baths', '1 Parking']"
288,"[-37.8215873, 145.1776383]",580.0,3/9 Wood Street Nunawading VIC 3131,"['3 Beds', '2 Baths', '2 Parking']"
289,"[-37.8157424, 145.1753162]",640.0,2/3 Luckie Street Nunawading VIC 3131,"['3 Beds', '2 Baths', '2 Parking']"
297,"[-37.6833433, 145.0297231]",370.0,86 Dalton Road Thomastown VIC 3074,"['3 Beds', '1 Bath', '1 Parking']"
298,"[-37.684348, 145.012713]",350.0,3/115 High Street Thomastown VIC 3074,"['2 Beds', '1 Bath', '1 Parking']"
299,"[-37.681998899999996, 145.006229]",370.0,4/69-75 Spring Street Thomastown VIC 3074,"['3 Beds', '2 Baths', '2 Parking']"
300,"[-37.6816581, 145.0205449]",350.0,1/12 Frederick Street Thomastown VIC 3074,"['2 Beds', '1 Bath', '1 Parking']"
301,"[-37.68632580000001, 145.0387008]",450.0,16 Murchison Way Thomastown VIC 3074,"['3 Beds', '2 Baths', '2 Parking']"
302,"[-37.6829226, 145.0218872]",400.0,2/68 Heyington Avenue Thomastown VIC 3074,"['2 Beds', '1 Bath', '1 Parking']"
303,"[-37.6745836, 144.9921862]",460.0,38 Bendigo Crescent Thomastown VIC 3074,"['4 Beds', '2 Baths', '2 Parking']"
304,"[-37.682355, 144.993764]",280.0,2/42 Pinewood Drive Thomastown VIC 3074,"['2 Beds', '1 Bath', '1 Parking']"
305,"[-37.6823769, 145.0082837]",350.0,45 Spring Street Thomastown VIC 3074,"['2 Beds', '1 Bath', '1 Parking']"
306,"[-37.6847987, 145.0120648]",340.0,1/4 Newton Street Thomastown VIC 3074,"['2 Beds', '1 Bath', '1 Parking']"
307,"[-37.6821178, 145.004711]",370.0,81 Spring Street Thomastown VIC 3074,"['3 Beds', '1 Bath', '1 Parking']"
308,"[-37.6763874, 145.0183569]",360.0,25 French Street Thomastown VIC 3074,"['3 Beds', '1 Bath', '2 Parking']"
309,"[-37.6816785, 145.0051414]",370.0,70 Spring Street Thomastown VIC 3074,"['3 Beds', '1 Bath', '2 Parking']"
310,"[-37.67703059999999, 145.0240398]",410.0,4/7-9 Pine Street Thomastown VIC 3074,"['2 Beds', '1 Bath', '1 Parking']"
311,"[-37.6761934, 145.0102208]",375.0,46 Mount View Road Thomastown VIC 3074,"['3 Beds', '2 Baths', '2 Parking']"
312,"[-37.6842402, 144.9970496]",360.0,6 Howe Court Thomastown VIC 3074,"['3 Beds', '1 Bath', '3 Parking']"
313,"[-37.6729593, 145.0134708]",495.0,3/13 Hurtle Street Thomastown VIC 3074,"['3 Beds', '3 Baths', '1 Parking']"
314,"[-37.6813714, 145.0167641]",460.0,4/10 Geoffrey Street Thomastown VIC 3074,"['3 Beds', '2 Baths', '2 Parking']"
315,"[-37.6722642, 144.9991585]",480.0,19 Barry Road Thomastown VIC 3074,"['4 Beds', '2 Baths', '2 Parking']"
316,"[-37.6856599, 144.9962749]",420.0,5 Leilani Grove Thomastown VIC 3074,"['3 Beds', '1 Bath', '1 Parking']"
317,"[-37.6845559, 144.9959305]",350.0,193 Victoria Drive Thomastown VIC 3074,"['3 Beds', '1 Bath', '1 Parking']"
318,"[-37.6797071, 145.0021284]",340.0,2/8 McKinnon Street Thomastown VIC 3074,"['2 Beds', '1 Bath', '1 Parking']"
319,"[-37.6758899, 145.0316531]",380.0,3 Delwyn Close Thomastown VIC 3074,"['3 Beds', '1 Bath', '2 Parking']"
320,"[-37.6784312, 145.0238041]",395.0,2 Acacia Street Thomastown VIC 3074,"['2 Beds', '1 Bath', '2 Parking']"
321,"[-37.6766678, 145.025665]",380.0,8 Palm Street Thomastown VIC 3074,"['3 Beds', '1 Bath', '1 Parking']"
322,"[-37.6817951, 145.0328232]",355.0,27 Darebin Drive Thomastown VIC 3074,"['3 Beds', '1 Bath', '2 Parking']"
323,"[-37.684329, 145.012518]",290.0,5/115 High Street Thomastown VIC 3074,"['2 Beds', '1 Bath', '1 Parking']"
324,"[-37.6834228, 145.0020854]",375.0,19 Kemp Avenue Thomastown VIC 3074,"['3 Beds', '1 Bath', '4 Parking']"
325,"[-37.679757, 145.029665]",300.0,1/109 Dalton Road Thomastown VIC 3074,"['2 Beds', '1 Bath']"
326,"[-37.6837819, 145.0107588]",400.0,Thomastown VIC 3074,"['3 Beds', '1 Bath', '1 Parking']"
327,"[-37.6886217, 145.0492606]",420.0,17 Tussock Drive Thomastown VIC 3074,"['2 Beds', '2 Baths', '1 Parking']"
328,"[-37.6807123, 144.9993737]",500.0,130 Edgars Road Thomastown VIC 3074,"['4 Beds', '2 Baths']"
329,"[-37.6806921, 145.0159461]",360.0,4/7 Alexander Avenue Thomastown VIC 3074,"['2 Beds', '1 Bath', '1 Parking']"
330,"[-37.6788253, 145.028722]",410.0,3 Myrtle Street Thomastown VIC 3074,"['2 Beds', '1 Bath', '1 Parking']"
331,"[-37.6823825, 145.0035488]",360.0,7 Manton Court Thomastown VIC 3074,"['3 Beds', '1 Bath', '1 Parking']"
332,"[-37.680145, 145.010136]",430.0,2/19 Main St Thomastown VIC 3074,"['3 Beds', '1 Bath', '1 Parking']"
333,"[-37.6799185, 145.0088002]",400.0,33 Main Street Thomastown VIC 3074,"['3 Beds', '1 Bath', '1 Parking']"
334,"[-37.6770096, 145.0126314]",550.0,1/14 Pleasant Road Thomastown VIC 3074,"['3 Beds', '2 Baths', '2 Parking']"
335,"[-37.6834275, 145.0105221]",490.0,1/17 Clarke Street Thomastown VIC 3074,"['3 Beds', '2 Baths', '1 Parking']"
336,"[-37.6789932, 144.999589]",400.0,115 Main Street Thomastown VIC 3074,"['3 Beds', '1 Bath']"
337,"[-37.6766927, 145.0238585]",450.0,2/11 Pine Street Thomastown VIC 3074,"['3 Beds', '1 Bath', '1 Parking']"
339,"[-37.6787674, 145.0109095]",400.0,2/30 Highlands Road Thomastown VIC 3074,"['3 Beds', '1 Bath', '2 Parking']"
340,"[-37.6839127, 145.0305411]",370.0,8 Rochester Drive Thomastown VIC 3074,"['3 Beds', '1 Bath']"
341,"[-37.67397920000001, 144.9896471]",400.0,13 Newhaven Street Thomastown VIC 3074,"['3 Beds', '1 Bath', '2 Parking']"
342,"[-37.6842638, 145.0084559]",465.0,5 Harding Street Thomastown VIC 3074,"['4 Beds', '2 Baths', '2 Parking']"
343,"[-38.0675901, 145.2656368]",450.0,6 Naila Court Cranbourne North VIC 3977,"['4 Beds', '2 Baths', '2 Parking']"
344,"[-38.110572, 145.254886]",475.0,11 Kawana Mews Cranbourne VIC 3977,"['3 Beds', '2 Baths', '2 Parking']"
345,"[-38.110572, 145.254886]",475.0,5 Kawana Mews Cranbourne VIC 3977,"['3 Beds', '2 Baths', '2 Parking']"
346,"[-38.0732132, 145.2770107]",580.0,29 Birdie View Cranbourne North VIC 3977,"['3 Beds', '3 Baths', '2 Parking']"
347,"[-38.1107857, 145.2389979]",480.0,29 Statham View Cranbourne West VIC 3977,"['4 Beds', '2 Baths', '2 Parking']"
348,"[-38.0920691, 145.2781334]",480.0,11 Glenwood Court Cranbourne VIC 3977,"['3 Beds', '1 Bath', '6 Parking']"
349,"[-38.0747631, 145.2959262]",545.0,6 Bronson Circuit Cranbourne North VIC 3977,"['4 Beds', '2 Baths', '2 Parking']"
350,"[-38.1487284, 145.2913574]",480.0,28 Saddleback Road Botanic Ridge VIC 3977,"['4 Beds', '3 Baths', '2 Parking']"
351,"[-38.1001105, 145.2494222]",485.0,79 Morningside Boulevard Cranbourne West VIC 3977,"['3 Beds', '2 Baths', '2 Parking']"
352,"[-38.0873387, 145.3239219]",450.0,35 Freshfields Drive Cranbourne North VIC 3977,"['3 Beds', '2 Baths', '1 Parking']"
353,"[-38.0963183, 145.2763331]",360.0,4/6-8 Murray Court Cranbourne VIC 3977,"['2 Beds', '1 Bath', '1 Parking']"
354,"[-38.1049058, 145.2851318]",400.0,28 Grace Street Cranbourne VIC 3977,"['3 Beds', '1 Bath', '1 Parking']"
355,"[-38.12202, 145.3045648]",450.0,31 McEwan Drive Cranbourne East VIC 3977,"['4 Beds', '2 Baths', '2 Parking']"
356,"[-38.0964827, 145.2808539]",470.0,1/34 Circle Drive Cranbourne VIC 3977,"['3 Beds', '2 Baths', '2 Parking']"
357,"[-38.1652368, 145.2974811]",800.0,18 Olive Road Devon Meadows VIC 3977,"['3 Beds', '1 Bath', '4 Parking']"
358,"[-38.0927054, 145.2760175]",450.0,25 Clairmont Avenue Cranbourne VIC 3977,"['3 Beds', '1 Bath', '2 Parking']"
359,"[-38.1176357, 145.3025779]",460.0,21 Marrone Boulevard Cranbourne East VIC 3977,"['4 Beds', '2 Baths', '2 Parking']"
360,"[-38.0904503, 145.2565452]",400.0,214 Evans Road Cranbourne West VIC 3977,"['3 Beds', '2 Baths', '2 Parking']"
361,"[-38.1395065, 145.2548626]",500.0,13 Bookleaf Road Botanic Ridge VIC 3977,"['3 Beds', '2 Baths', '2 Parking']"
362,"[-38.0908349, 145.2526758]",415.0,1 Powell Way Cranbourne West VIC 3977,"['3 Beds', '2 Baths', '2 Parking']"
363,"[-38.091591, 145.2820199]",540.0,23 Mariposa Grove Cranbourne VIC 3977,"['4 Beds', '3 Baths']"
364,"[-38.1236171, 145.2382982]",550.0,28 Kiwi Crescent Cranbourne South VIC 3977,"['4 Beds', '2 Baths', '2 Parking']"
365,"[-38.0968633, 145.2921687]",450.0,4 Millbank Place Cranbourne VIC 3977,"['3 Beds', '2 Baths', '1 Parking']"
366,"[-38.093258, 145.2772266]",360.0,2/26 Clairmont Avenue Cranbourne VIC 3977,"['2 Beds', '1 Bath', '1 Parking']"
367,"[-38.1119075, 145.3028802]",410.0,9 Maddock Dr Cranbourne East VIC 3977,"['3 Beds', '2 Baths', '1 Parking']"
368,"[-38.1034913, 145.3073293]",460.0,9 Kelpie Street Cranbourne East VIC 3977,"['4 Beds', '2 Baths', '2 Parking']"
369,"[-38.1034913, 145.3073293]",460.0,7 Kelpie Street Cranbourne East VIC 3977,"['4 Beds', '2 Baths', '2 Parking']"
370,"[-38.0804082, 145.2770539]",440.0,5 Blueberry Cl Cranbourne North VIC 3977,"['4 Beds', '2 Baths', '2 Parking']"
371,"[-38.1234939, 145.2925358]",480.0,22 Lineham Dr Cranbourne East VIC 3977,"['4 Beds', '2 Baths', '2 Parking']"
372,"[-38.0761585, 145.3345907]",550.0,69 Rossiter Retreat Cranbourne North VIC 3977,"['4 Beds', '2 Baths', '2 Parking']"
373,"[-38.0912156, 145.2563293]",420.0,204 Evans Road Cranbourne West VIC 3977,"['3 Beds', '2 Baths', '2 Parking']"
374,"[-38.110963, 145.2802494]",580.0,18G Scott Street Cranbourne VIC 3977,"['3 Beds', '2 Baths', '2 Parking']"
375,"[-38.0722356, 145.3078414]",450.0,14 Jefferson Avenue Cranbourne North VIC 3977,"['4 Beds', '2 Baths', '2 Parking']"
376,"[-38.1268507, 145.2985818]",470.0,45 Ezra Street Cranbourne East VIC 3977,"['4 Beds', '2 Baths', '2 Parking']"
377,"[-38.12626119999999, 145.304477]",420.0,19 Brittle Gum Road Cranbourne East VIC 3977,"['3 Beds', '2 Baths', '2 Parking']"
378,"[-38.0763218, 145.3277284]",420.0,11 Teneriffe Street Cranbourne North VIC 3977,"['3 Beds', '2 Baths', '2 Parking']"
379,"[-38.0741879, 145.3231839]",490.0,13 Longbow Terrace Cranbourne North VIC 3977,"['4 Beds', '2 Baths', '2 Parking']"
380,"[-38.10820349999999, 145.238466]",540.0,3 Erindale Street Cranbourne West VIC 3977,"['4 Beds', '2 Baths', '2 Parking']"
381,"[-38.1067496, 145.2755941]",390.0,53 Lurline Street Cranbourne VIC 3977,"['2 Beds', '2 Baths', '1 Parking']"
382,"[-38.0993965, 145.319058]",480.0,22 Dan Morgan Drive Cranbourne East VIC 3977,"['4 Beds', '2 Baths', '2 Parking']"
383,"[-38.1128161, 145.2887352]",305.0,50 Childers Street Cranbourne VIC 3977,"['1 Bed', '1 Bath', '1 Parking']"
384,"[-38.1127551, 145.288614]",305.0,48 Childers Street Cranbourne VIC 3977,"['1 Bed', '1 Bath']"
385,"[-38.112789, 145.289034]",305.0,52 Childers Street Cranbourne VIC 3977,"['1 Bed', '1 Bath']"
386,"[-38.112789, 145.289034]",305.0,2/52 Childers Street Cranbourne VIC 3977,"['0 Beds', '1 Bath', '1 Parking']"
387,"[-38.1278841, 145.2315912]",560.0,15 Fidelitas Way Cranbourne South VIC 3977,"['4 Beds', '2 Baths']"
388,"[-38.0717801, 145.2778583]",500.0,41 Savoy Grove Cranbourne North VIC 3977,"['3 Beds', '2 Baths', '2 Parking']"
389,"[-38.0997461, 145.2496381]",580.0,75 Morningside Boulevard Cranbourne West VIC 3977,"['4 Beds', '2 Baths', '2 Parking']"
390,"[-38.084048, 145.2928597]",450.0,47 Jessie Street Cranbourne North VIC 3977,"['3 Beds', '2 Baths', '2 Parking']"
391,"[-38.1028092, 145.2553795]",410.0,11 Glenn Close Cranbourne West VIC 3977,"['3 Beds', '1 Bath']"
392,"[-38.0757543, 145.3302914]",475.0,12 Beacon Drive Cranbourne North VIC 3977,"['4 Beds', '2 Baths', '2 Parking']"
393,"[-38.1017292, 145.2475229]",500.0,17 Faolan Way Cranbourne West VIC 3977,"['4 Beds', '2 Baths', '2 Parking']"
394,"[-38.101875, 145.319058]",650.0,1 Torney Street Cranbourne East VIC 3977,"['4 Beds', '3 Baths', '2 Parking']"
395,"[-38.0973411, 145.3006341]",450.0,52 Cornwell Crescent Cranbourne East VIC 3977,"['3 Beds', '2 Baths', '1 Parking']"
396,"[-38.0729999, 145.2660865]",390.0,20 Macquarie Court Cranbourne North VIC 3977,"['3 Beds', '1 Bath', '2 Parking']"
397,"[-38.1296374, 145.3139119]",525.0,24 Sunstone Street Cranbourne East VIC 3977,"['4 Beds', '2 Baths', '2 Parking']"
398,"[-38.092592, 145.2979994]",475.0,12 Bales Road Cranbourne East VIC 3977,"['4 Beds', '2 Baths', '2 Parking']"
399,"[-38.0778798, 145.2761471]",410.0,20 Courtenay Avenue Cranbourne North VIC 3977,"['3 Beds', '1 Bath']"
400,"[-38.0914813, 145.2685907]",450.0,237 Monahans Road Cranbourne West VIC 3977,"['3 Beds', '2 Baths', '2 Parking']"
401,"[-38.1118463, 145.2611214]",420.0,15 Belfort La Cranbourne VIC 3977,"['3 Beds', '2 Baths', '2 Parking']"
402,"[-38.0814558, 145.2848269]",460.0,65 Hoysted Avenue Cranbourne North VIC 3977,"['4 Beds', '2 Baths', '2 Parking']"
403,"[-38.1447732, 145.2821459]",595.0,24 Tulloch Street Botanic Ridge VIC 3977,"['4 Beds', '2 Baths']"
404,"[-38.1465535, 145.2831859]",625.0,10 Enright Street Botanic Ridge VIC 3977,"['4 Beds', '2 Baths', '2 Parking']"
405,"[-38.1035858, 145.2794937]",470.0,1/12 William Street Cranbourne VIC 3977,"['3 Beds', '2 Baths', '2 Parking']"
406,"[-38.093323, 145.2777448]",410.0,20 Clairmont Avenue Cranbourne VIC 3977,"['3 Beds', '1 Bath', '2 Parking']"
407,"[-38.1142758, 145.2540107]",575.0,14 Rawls Street Cranbourne VIC 3977,"['4 Beds', '2 Baths', '2 Parking']"
408,"[-38.0788216, 145.3339425]",525.0,19 Allambi Court Cranbourne North VIC 3977,"['4 Beds', '2 Baths', '2 Parking']"
409,"[-38.0961437, 145.2775721]",385.0,1/63 Circle Drive Cranbourne VIC 3977,"['3 Beds', '2 Baths', '1 Parking']"
