,LGA Name,Facility Name,Suburb/Town,Pcode,Latitude,Longitude,Sports Played
5576,Maroondah City Council,Heathmont Reserve,Heathmont,3135,-37.833383,145.23669,Tennis (Outdoor)
5577,Maroondah City Council,Hughes Park,Croydon,3136,-37.767709,145.29738,Tennis (Outdoor)
5578,Maroondah City Council,Parkwood Tennis Club,Ringwood North,3134,-37.78067,145.245737,Tennis (Outdoor)
5579,Maroondah City Council,Peter Verges Reserve,Ringwood,3134,-37.796415,145.253908,Tennis (Outdoor)
5580,Maroondah City Council,Ringwood Catholic Tennis Club,Ringwood,3134,-37.823619,145.236907,Tennis (Outdoor)
5581,Maroondah City Council,Ringwood Tennis Club,Ringwood,3134,-37.821886,145.232148,Tennis (Outdoor)
5582,Maroondah City Council,Yarrunga Reserve,Croydon Hills,3136,-37.774813,145.27044,Tennis (Outdoor)
5583,Maroondah City Council,Croydon Leisure & Aquatic Centre,Croydon,3136,-37.801099,145.280821,Volleyball
5584,Maroondah City Council,Ringwood Aquatic Centre,Ringwood,3134,-37.825166,145.231457,Water Polo
5619,Melbourne City Council,Active Melbourne City Sports,Docklands,3008,-37.81847,144.947109,Fitness / Gymnasium Workouts
5622,Melbourne City Council,Corporate Fitness Club,Melbourne,3000,-37.817507,144.963621,Fitness / Gymnasium Workouts
5624,Melbourne City Council,Fernwood Women's Health Club,Melbourne,3000,-37.81923,144.958126,Fitness / Gymnasium Workouts
5625,Melbourne City Council,Fitness First Melbourne CBD Bourke St,Melbourne,3000,-37.814466,144.96356,Fitness / Gymnasium Workouts
5640,Melbourne City Council,South Pacific Health Club Melbourne CBD,Melbourne,3000,-37.815667,144.957512,Fitness / Gymnasium Workouts
5650,Melbourne City Council,Beaurepaire Hockey Field,Carlton,3053,-37.795471,144.961432,Hockey
5673,Melbourne City Council,Docklands Yacht Club,Docklands,3008,-37.820415,144.937261,Sailing
5674,Melbourne City Council,Melbourne International Shooting Club,Port Melbourne,3207,-37.8295,144.913757,Shooting Sports
5717,Melton Shire Council,Bridge Road Sports Precinct,Melton South,3338,-37.716,144.586,Athletics
5718,Melton Shire Council,Melton South Recreation Reserve,Melton South,3338,-37.708261,144.576442,Athletics
5719,Melton Shire Council,Arnolds Creek Recreation Reserve,Melton,3337,-37.667209,144.546475,Australian Rules Football
5720,Melton Shire Council,Blackwood Drive Recreation Reserve,Melton,3337,-37.692236,144.572043,Australian Rules Football
5721,Melton Shire Council,Burnside Heights Recreation Reserve,Burnside Heights,3023,-37.736311,144.754676,Australian Rules Football
5722,Melton Shire Council,Caroline Springs Town Centre Recreation Reserve,Caroline Springs,3023,-37.733132,144.737208,Australian Rules Football
5723,Melton Shire Council,Diggers Rest Recreation Reserve,Diggers Rest,3427,-37.621057,144.708629,Australian Rules Football
5724,Melton Shire Council,Hillside Recreation Reserve,Hillside,3037,-37.684739,144.738356,Australian Rules Football
5725,Melton Shire Council,MacPherson Park Recreation Reserve,Melton,3337,-37.636414,144.57175,Australian Rules Football
5726,Melton Shire Council,Melton Recreation Reserve,Melton,3337,-37.685217,144.588602,Australian Rules Football
5727,Melton Shire Council,Rockbank Recreation Reserve,Rockbank,3335,-37.732548,144.659747,Australian Rules Football
5728,Melton Shire Council,Caroline Springs Leisure Centre,Caroline Springs,3023,-37.732588,144.73988,Badminton
5729,Melton Shire Council,Arnolds Creek Recreation Reserve,Melton,3337,-37.667209,144.546475,Basketball
5730,Melton Shire Council,Banchory Avenue Tennis Court,Hillside,3037,-37.688411,144.74898,Basketball
5731,Melton Shire Council,Caroline Springs Leisure Centre,Caroline Springs,3023,-37.732588,144.73988,Basketball
5732,Melton Shire Council,Eynesbury Tennis Centre,Eynesbury,3338,-37.76724,144.562905,Basketball
5733,Melton Shire Council,Melton Indoor Recreation Centre,Melton,3337,-37.681499,144.567827,Basketball
5734,Melton Shire Council,Melton Indoor Sports Stadium,Melton,3337,-37.681499,144.567827,Beach Volleyball
5735,Melton Shire Council,Arnolds Creek Recreation Reserve,Melton,3337,-37.667209,144.546475,Cricket
5736,Melton Shire Council,Blackwood Drive Recreation Reserve,Melton,3337,-37.692236,144.572043,Cricket
5737,Melton Shire Council,Blackwood Drive Recreation Reserve,Melton,3337,-37.692236,144.572043,Cricket
5738,Melton Shire Council,Brookside Recreation Reserve,Caroline Springs,3023,-37.743999,144.736611,Cricket
5739,Melton Shire Council,Burnside Heights Recreation Reserve,Burnside Heights,3023,-37.736311,144.754676,Cricket
5740,Melton Shire Council,Caroline Springs Town Centre Recreation Reserve,Caroline Springs,3023,-37.733132,144.737208,Cricket
5741,Melton Shire Council,Diggers Rest Recreation Reserve,Diggers Rest,3427,-37.621057,144.708629,Cricket
5742,Melton Shire Council,Hillside Recreation Reserve,Hillside,3037,-37.684739,144.738356,Cricket
5743,Melton Shire Council,Kurunjang Park Recreation Reserve,Melton,3337,-37.671775,144.583759,Cricket
5744,Melton Shire Council,MacPherson Park Recreation Reserve,Melton,3337,-37.636414,144.57175,Cricket
5745,Melton Shire Council,MacPherson Park Recreation Reserve,Melton,3337,-37.636414,144.57175,Cricket
5746,Melton Shire Council,Melton Recreation Reserve,Melton,3337,-37.685217,144.588602,Cricket
5747,Melton Shire Council,Melton South Recreation Reserve,Melton South,3338,-37.708261,144.576442,Cricket
5748,Melton Shire Council,Mount Carberry Reserve,Melton South,3338,-37.706727,144.57307,Cricket
5749,Melton Shire Council,Rockbank Recreation Reserve,Rockbank,3335,-37.732548,144.659747,Cricket
5750,Melton Shire Council,Westlakes Recreation Reserve,Melton,3337,-37.679754,144.548764,Cricket
5751,Melton Shire Council,Melton Indoor Sports Stadium,Melton,3337,-37.681499,144.567827,Cricket (Indoor)
5752,Melton Shire Council,Melton Equestrian Park,Melton,3337,-37.638326,144.556654,Equestrian
5753,Melton Shire Council,Body Style World of Health & Fitness,Melton,3337,-37.685,144.581,Fitness / Gymnasium Workouts
5754,Melton Shire Council,Contours Caroline Springs Fitness Studio,Caroline Springs,3023,-37.732122,144.741538,Fitness / Gymnasium Workouts
5755,Melton Shire Council,Fernwood Women's Health Clubs,Melton,3337,-37.683773,144.57879,Fitness / Gymnasium Workouts
5756,Melton Shire Council,Genisis Melton,Melton,3337,-37.701046,144.564534,Fitness / Gymnasium Workouts
5757,Melton Shire Council,Healthy Inspirations Melton,Melton,3337,-37.684,144.5945,Fitness / Gymnasium Workouts
5758,Melton Shire Council,Inch by Inch Body Toning,Melton South,3338,-37.700161,144.578936,Fitness / Gymnasium Workouts
5759,Melton Shire Council,Melton Indoor Sports Stadium,Melton,3337,-37.681499,144.567827,Fitness / Gymnasium Workouts
5760,Melton Shire Council,Melton Waves Leisure Centre,Melton,3337,-37.678426,144.570107,Fitness / Gymnasium Workouts
5761,Melton Shire Council,Obsessed with Fitness,Ravenhall,3023,-37.771128,144.754312,Fitness / Gymnasium Workouts
5762,Melton Shire Council,Re-Creation Health Club,Caroline Springs,3023,-37.733,144.7415,Fitness / Gymnasium Workouts
5763,Melton Shire Council,Eynesbury Golf Club,Eynesbury,3338,-37.76724,144.562905,Golf
5764,Melton Shire Council,Melton Golf Range,Melton,3337,-37.698673,144.603592,Golf
5765,Melton Shire Council,Melton Valley Golf Course,Melton,3337,-37.68097,144.595673,Golf
5766,Melton Shire Council,Gymnastics Unlimited Caroline Springs,Ravenhall,3023,-37.764999,144.752,Gymnastics
5768,Melton Shire Council,Bridge Road Sports Precinct,Melton South,3338,-37.716,144.586,Hockey
5769,Melton Shire Council,Heathdale Christian College (Formerly Mowbray College),Melton,3337,-37.669602,144.58118,Hockey
5770,Melton Shire Council,Mowbray College,Melton,3337,-37.669944,144.581028,Hockey
5771,Melton Shire Council,Diggers Rest Bowling Club,Diggers Rest,3427,-37.629674,144.721541,Lawn Bowls
5772,Melton Shire Council,Melton Bowling Club,Melton,3337,-37.684765,144.592489,Lawn Bowls
5773,Melton Shire Council,Mount Cottrell Bowls Club,Rockbank,3335,-37.739144,144.616092,Lawn Bowls
5774,Melton Shire Council,Westside Martial Arts,Ravenhall,3023,-37.766095,144.747198,Martial Arts
5775,Melton Shire Council,Arnolds Creek Recreation Reserve,Melton,3337,-37.667209,144.546475,Netball
5776,Melton Shire Council,Blackwood Drive Recreation Reserve,Melton,3337,-37.692236,144.572043,Netball
5777,Melton Shire Council,Diggers Rest Recreation Reserve,Diggers Rest,3427,-37.621057,144.708629,Netball
5778,Melton Shire Council,MacPherson Park Recreation Reserve,Melton,3337,-37.636414,144.57175,Netball
5779,Melton Shire Council,Melton Recreation Reserve,Melton,3337,-37.685217,144.588602,Netball
5780,Melton Shire Council,Rockbank Recreation Reserve,Rockbank,3335,-37.732548,144.659747,Netball
5781,Melton Shire Council,Caroline Springs Leisure Centre,Caroline Springs,3023,-37.732588,144.73988,Netball (Indoor)
5782,Melton Shire Council,Melton Indoor Recreation Centre,Melton,3337,-37.681499,144.567827,Netball (Indoor)
5783,Melton Shire Council,Melton Indoor Sports Stadium,Melton,3337,-37.681499,144.567827,Netball (Indoor)
5784,Melton Shire Council,MacPherson Park Recreation Reserve,Melton,3337,-37.636414,144.57175,Power Boating
5785,Melton Shire Council,MacPherson Park Recreation Reserve,Melton,3337,-37.636414,144.57175,Rugby League
5786,Melton Shire Council,MacPherson Park Recreation Reserve,Melton,3337,-37.636414,144.57175,Rugby Union
5787,Melton Shire Council,Melton Pistol Club,Melton South,3338,-37.714241,144.547177,Shooting Sports
5788,Melton Shire Council,Cambrian Way Skate Park,Melton West,3337,-37.675673,144.552774,Skating
5789,Melton Shire Council,Eynesbury Tennis Centre,Eynesbury,3338,-37.76724,144.562905,Skating
5790,Melton Shire Council,Melton Recreation Reserve,Melton,3337,-37.685217,144.588602,Skating
5791,Melton Shire Council,Melton South Skate Park,Melton South,3338,-37.705053,144.564884,Skating
5792,Melton Shire Council,Rockbank Recreation Reserve,Rockbank,3335,-37.732548,144.659747,Skating
5793,Melton Shire Council,Brookside Recreation Reserve,Caroline Springs,3023,-37.743999,144.736611,Soccer
5794,Melton Shire Council,Brookside Recreation Reserve,Caroline Springs,3023,-37.743999,144.736611,Soccer
5795,Melton Shire Council,Kurunjang Park Recreation Reserve,Melton,3337,-37.671775,144.583759,Soccer
5796,Melton Shire Council,MacPherson Park Recreation Reserve,Melton,3337,-37.636414,144.57175,Soccer
5797,Melton Shire Council,Springside Recreation Reserve,Caroline Springs,3023,-37.711792,144.736895,Soccer
5798,Melton Shire Council,Caroline Springs Leisure Centre,Caroline Springs,3023,-37.732588,144.73988,Soccer (Indoor Soccer / Futsal)
5799,Melton Shire Council,Melton Indoor Sports Stadium,Melton,3337,-37.681499,144.567827,Soccer (Indoor Soccer / Futsal)
5800,Melton Shire Council,Melton Squash Central,Melton,3337,-37.685548,144.582007,Squash / Racquetball
5801,Melton Shire Council,Squash Logic Melton,Melton,3337,-37.686703,144.590397,Squash / Racquetball
5802,Melton Shire Council,Genisis Melton,Melton,3337,-37.701046,144.564534,Swimming
5803,Melton Shire Council,Melton Waves Leisure Centre,Melton,3337,-37.678426,144.570107,Swimming
5804,Melton Shire Council,State Swim Caroline Springs,Caroline Springs,3023,-37.73443,144.738651,Swimming
5805,Melton Shire Council,Swimmers Learn to Swim,Melton South,3338,-37.7,144.576,Swimming
5806,Melton Shire Council,YMCA Kororoit Creek,Burnside Heights,3023,-37.73455,144.752101,Swimming
5807,Melton Shire Council,Caroline Springs Leisure Centre,Caroline Springs,3023,-37.732588,144.73988,Table Tennis
5808,Melton Shire Council,Melton Table Tennis Association (Victoria University),Melton South,3338,-37.707164,144.565688,Table Tennis
5809,Melton Shire Council,Arnolds Creek Recreation Reserve,Melton,3337,-37.667209,144.546475,Tennis (Outdoor)
5810,Melton Shire Council,Banchory Avenue Tennis Court,Hillside,3037,-37.688411,144.74898,Tennis (Outdoor)
5811,Melton Shire Council,Blackwood Drive Recreation Reserve,Melton,3337,-37.692236,144.572043,Tennis (Outdoor)
5812,Melton Shire Council,Brookside Recreation Reserve,Caroline Springs,3023,-37.743999,144.736611,Tennis (Outdoor)
5813,Melton Shire Council,Diggers Rest Recreation Reserve,Diggers Rest,3427,-37.621057,144.708629,Tennis (Outdoor)
5814,Melton Shire Council,Eynesbury Tennis Centre,Eynesbury,3338,-37.76724,144.562905,Tennis (Outdoor)
5815,Melton Shire Council,Kurunjang Park Recreation Reserve,Melton,3337,-37.671775,144.583759,Tennis (Outdoor)
5816,Melton Shire Council,MacPherson Park Recreation Reserve,Melton,3337,-37.636414,144.57175,Tennis (Outdoor)
5817,Melton Shire Council,Melton Recreation Reserve,Melton,3337,-37.685217,144.588602,Tennis (Outdoor)
5818,Melton Shire Council,Melton South Recreation Reserve,Melton South,3338,-37.708261,144.576442,Tennis (Outdoor)
5819,Melton Shire Council,Parkwood Green Recreation Reserve,Hillside,3037,-37.698748,144.746309,Tennis (Outdoor)
5820,Melton Shire Council,Springlake Avenue Tennis Court,Caroline Springs,3023,-37.752549,144.736848,Tennis (Outdoor)
5821,Melton Shire Council,Sugar Gum Drive Tennis Court,Hillside,3037,-37.697596,144.73555,Tennis (Outdoor)
5822,Melton Shire Council,Toolern Vale Tennis Courts,Toorlern Vale,3337,-37.608001,144.596038,Tennis (Outdoor)
5823,Melton Shire Council,West Melton Tennis Courts,Melton,3337,-37.682446,144.56389,Tennis (Outdoor)
5824,Melton Shire Council,Caroline Springs Leisure Centre,Caroline Springs,3023,-37.732588,144.73988,Volleyball
5825,Melton Shire Council,Melton Indoor Sports Stadium,Melton,3337,-37.681499,144.567827,Volleyball
5826,Melton Shire Council,Caroline Springs Leisure Centre,Caroline Springs,3023,-37.732588,144.73988,Wheelchair Sports
5828,Mildura Rural City Council,Old Aerodrome Sporting Complex,Mildura,3500,-34.172888,142.133003,Athletics
5829,Mildura Rural City Council,Blackburn Park Recreation Reserve,Ouyen,3490,-35.072561,142.320161,Australian Rules Football
5830,Mildura Rural City Council,Cardross Recreation Reserve,Cardross,3496,-34.284712,142.14186,Australian Rules Football
5831,Mildura Rural City Council,Henshilwood Recreation Reserve,Irymple,3498,-34.234351,142.165192,Australian Rules Football
5832,Mildura Rural City Council,Johansen Memorial Recreation Reserve,Cullulleraine,3496,-34.276956,141.603139,Australian Rules Football
5833,Mildura Rural City Council,Kenny Park Recreation Reserve,Merbein,3505,-34.164337,142.053071,Australian Rules Football
5834,Mildura Rural City Council,Mildura Recreation Reserve,Mildura,3500,-34.19574,142.162387,Australian Rules Football
5835,Mildura Rural City Council,Murrayville Recreation Reserve,Murrayville,3512,-35.258747,141.183848,Australian Rules Football
5836,Mildura Rural City Council,Nangiloc Recreation Reserve,Nangiloc,3494,-34.478388,142.362899,Australian Rules Football
5837,Mildura Rural City Council,Old Aerodrome Sporting Complex,Mildura,3500,-34.172888,142.133003,Australian Rules Football
5838,Mildura Rural City Council,Quandong Park,Red Cliffs,3496,-34.299474,142.18985,Australian Rules Football
5839,Mildura Rural City Council,Torrita Recreation Reserve,Torrita,3490,-35.154949,141.934153,Australian Rules Football
5840,Mildura Rural City Council,Underbool Recreation Reserve,Underbool,3509,-35.16829,141.814709,Australian Rules Football
5841,Mildura Rural City Council,Walpeup Recreation Reserve,Walpeup,3507,-35.129615,142.015514,Australian Rules Football
5842,Mildura Rural City Council,Irymple Community Leisure Centre,Irymple,3498,-34.233455,142.164334,Badminton
5843,Mildura Rural City Council,Chaffey Park,Merbein,3505,-34.170969,142.078595,Baseball
5844,Mildura Rural City Council,Old Aerodrome Sporting Complex,Mildura,3500,-34.172888,142.133003,Baseball
5845,Mildura Rural City Council,Quandong Park,Red Cliffs,3496,-34.299474,142.18985,Baseball
5846,Mildura Rural City Council,Irymple Community Leisure Centre,Irymple,3498,-34.233455,142.164334,Basketball
5847,Mildura Rural City Council,Mildura Basketball Stadium,Mildura,3500,-34.190606,142.169868,Basketball
5848,Mildura Rural City Council,Murrayville Recreation Reserve,Murrayville,3512,-35.258747,141.183848,Basketball
5849,Mildura Rural City Council,Ouyen Community Centre,Ouyen,3490,-35.065365,142.322408,Basketball
5850,Mildura Rural City Council,Lifestyle Plus Indoor Sports Centre,Mildura,3500,-34.1905,142.171,Beach Volleyball
5851,Mildura Rural City Council,Old Aerodrome Sporting Complex,Mildura,3500,-34.172888,142.133003,BMX
5852,Mildura Rural City Council,Blackburn Park Recreation Reserve,Ouyen,3490,-35.072561,142.320161,Cricket
5853,Mildura Rural City Council,Cardross Recreation Reserve,Cardross,3496,-34.284712,142.14186,Cricket
5854,Mildura Rural City Council,Chaffey Park,Merbein,3505,-34.170969,142.078595,Cricket
5855,Mildura Rural City Council,Henshilwood Recreation Reserve,Irymple,3498,-34.234351,142.165192,Cricket
5856,Mildura Rural City Council,Johansen Memorial Recreation Reserve,Cullulleraine,3496,-34.276956,141.603139,Cricket
5857,Mildura Rural City Council,Kenny Park Recreation Reserve,Merbein,3505,-34.164337,142.053071,Cricket
5858,Mildura Rural City Council,Mildura Recreation Reserve,Mildura,3500,-34.19574,142.162387,Cricket
5859,Mildura Rural City Council,Murrayville Recreation Reserve,Murrayville,3512,-35.258747,141.183848,Cricket
5860,Mildura Rural City Council,Nangiloc Recreation Reserve,Nangiloc,3494,-34.478388,142.362899,Cricket
5861,Mildura Rural City Council,Nichols Point Recreation Reserve,Nichols Point,3501,-34.2104,142.2043,Cricket
5862,Mildura Rural City Council,Old Aerodrome Sporting Complex,Mildura,3500,-34.172888,142.133003,Cricket
5863,Mildura Rural City Council,Quandong Park,Red Cliffs,3496,-34.299474,142.18985,Cricket
5864,Mildura Rural City Council,Quandong Park,Red Cliffs,3496,-34.299474,142.18985,Cricket
5865,Mildura Rural City Council,Torrita Recreation Reserve,Torrita,3490,-35.154949,141.934153,Cricket
5866,Mildura Rural City Council,Underbool Recreation Reserve,Underbool,3509,-35.16829,141.814709,Cricket
5867,Mildura Rural City Council,Walpeup Recreation Reserve,Walpeup,3507,-35.129615,142.015514,Cricket
5868,Mildura Rural City Council,Lifestyle Plus Indoor Sports Centre,Mildura,3500,-34.1905,142.171,Cricket (Indoor)
5869,Mildura Rural City Council,Kenny Park Recreation Reserve,Merbein,3505,-34.164337,142.053071,Croquet
5870,Mildura Rural City Council,Mansell Reserve,Mildura,3500,-34.176798,142.154262,Croquet
5871,Mildura Rural City Council,Quandong Park,Red Cliffs,3496,-34.299474,142.18985,Croquet
5872,Mildura Rural City Council,Mildura Club Grounds,Mildura,3500,-34.186607,142.202946,Equestrian
5873,Mildura Rural City Council,Club Aquarius,Mildura,3500,-34.190101,142.171268,Fitness / Gymnasium Workouts
5874,Mildura Rural City Council,Fit Mildura,Mildura,3500,-34.218803,142.149257,Fitness / Gymnasium Workouts
5875,Mildura Rural City Council,Fitness Master,Mildura,3500,-34.187,142.1665,Fitness / Gymnasium Workouts
5876,Mildura Rural City Council,Mildura Waves Aquatic & Leisure Centre,Mildura,3500,-34.191855,142.157608,Fitness / Gymnasium Workouts
5877,Mildura Rural City Council,Merbein Golf Club,Merbein,3505,-34.209937,142.077629,Golf
5878,Mildura Rural City Council,Mildura Golf Club,Mildura,3500,-34.178755,142.137402,Golf
5879,Mildura Rural City Council,Ouyen Golf Club,Ouyen,3490,-35.068267,142.310204,Golf
5880,Mildura Rural City Council,Red Cliffs Golf Club,Red Cliffs,3496,-34.266904,142.166053,Golf
5881,Mildura Rural City Council,Underbool Golf Club,Underbool,3509,-35.170206,141.803326,Golf
5882,Mildura Rural City Council,Walpeup Golf Club,Walpeup,3507,-35.138237,142.031539,Golf
5884,Mildura Rural City Council,Ouyen Community Centre,Ouyen,3490,-35.065365,142.322408,Gymnastics
5885,Mildura Rural City Council,Old Aerodrome Sporting Complex,Mildura,3500,-34.172888,142.133003,Hockey
5886,Mildura Rural City Council,Irymple Bowls Club,Irymple,3498,-34.234867,142.16828,Lawn Bowls
5887,Mildura Rural City Council,Merbein Bowls Club,Merbein,3505,-34.165312,142.05552,Lawn Bowls
5888,Mildura Rural City Council,Mildura Bowls Club,Mildura,3500,-34.178214,142.160544,Lawn Bowls
5889,Mildura Rural City Council,Mildura Workingman's Bowls Club,Mildura,3500,-34.178214,142.160544,Lawn Bowls
5890,Mildura Rural City Council,Murrayville Bowls Club,Murrayville,3512,-35.262395,141.185227,Lawn Bowls
5891,Mildura Rural City Council,Nangiloc Recreation Reserve,Nangiloc,3494,-34.478388,142.362899,Lawn Bowls
5892,Mildura Rural City Council,Ouyen Bowls Club,Ouyen,3490,-35.072017,142.319142,Lawn Bowls
5893,Mildura Rural City Council,Red Cliffs Bowls Club,Red Cliffs,3496,-34.307784,142.191192,Lawn Bowls
5894,Mildura Rural City Council,Underbool Bowls Club,Underbool,3509,-35.167921,141.812778,Lawn Bowls
5895,Mildura Rural City Council,Irymple Community Leisure Centre,Irymple,3498,-34.233455,142.164334,Martial Arts
5898,Mildura Rural City Council,Blackburn Park Recreation Reserve,Ouyen,3490,-35.072561,142.320161,Netball
5899,Mildura Rural City Council,Blackburn Park Recreation Reserve,Ouyen,3490,-35.072561,142.320161,Netball
5900,Mildura Rural City Council,Cardross Recreation Reserve,Cardross,3496,-34.284712,142.14186,Netball
5901,Mildura Rural City Council,Henshilwood Recreation Reserve,Irymple,3498,-34.234351,142.165192,Netball
5902,Mildura Rural City Council,Irymple Community Leisure Centre,Irymple,3498,-34.233455,142.164334,Netball
5903,Mildura Rural City Council,Johansen Memorial Recreation Reserve,Cullulleraine,3496,-34.276956,141.603139,Netball
5904,Mildura Rural City Council,Kenny Park Recreation Reserve,Merbein,3505,-34.164337,142.053071,Netball
5905,Mildura Rural City Council,Mansell Reserve,Mildura,3500,-34.176798,142.154262,Netball
5906,Mildura Rural City Council,Mildura Recreation Reserve,Mildura,3500,-34.19574,142.162387,Netball
5907,Mildura Rural City Council,Murrayville Recreation Reserve,Murrayville,3512,-35.258747,141.183848,Netball
5908,Mildura Rural City Council,Nangiloc Recreation Reserve,Nangiloc,3494,-34.478388,142.362899,Netball
5909,Mildura Rural City Council,Quandong Park,Red Cliffs,3496,-34.299474,142.18985,Netball
5910,Mildura Rural City Council,Underbool Recreation Reserve,Underbool,3509,-35.16829,141.814709,Netball
5911,Mildura Rural City Council,Lifestyle Plus Indoor Sports Centre,Mildura,3500,-34.1905,142.171,Netball (Indoor)
5913,Mildura Rural City Council,Nichols Point Recreation Reserve,Nichols Point,3501,-34.2104,142.2043,Rugby Union
5914,Mildura Rural City Council,Lake Hawthorn Sailing Club,Mildura,3500,-34.206085,142.096916,Sailing
5915,Mildura Rural City Council,Mildura Pistol Club,Koorlong,3501,-34.311837,142.087562,Shooting Sports
5916,Mildura Rural City Council,Henshilwood Recreation Reserve,Irymple,3498,-34.234351,142.165192,Soccer
5917,Mildura Rural City Council,Kenny Park Recreation Reserve,Merbein,3505,-34.164337,142.053071,Soccer
5918,Mildura Rural City Council,Nichols Point Recreation Reserve,Nichols Point,3501,-34.2104,142.2043,Soccer
5919,Mildura Rural City Council,Old Aerodrome Sporting Complex,Mildura,3500,-34.172888,142.133003,Soccer
5920,Mildura Rural City Council,Lifestyle Plus Indoor Sports Centre,Mildura,3500,-34.1905,142.171,Soccer (Indoor Soccer / Futsal)
5921,Mildura Rural City Council,Old Aerodrome Sporting Complex,Mildura,3500,-34.172888,142.133003,Softball
5922,Mildura Rural City Council,Irymple Community Leisure Centre,Irymple,3498,-34.233455,142.164334,Squash / Racquetball
5923,Mildura Rural City Council,Colignan Swimming Pool,Colignan,3494,-34.525492,142.369524,Swimming
5924,Mildura Rural City Council,Irymple Swimming Pool,Irymple,3498,-34.234255,142.16872,Swimming
5925,Mildura Rural City Council,Merbein Swimming Pool,Merbein,3505,-34.166233,142.053419,Swimming
5926,Mildura Rural City Council,Mildura Waves Aquatic & Leisure Centre,Mildura,3500,-34.191855,142.157608,Swimming
5927,Mildura Rural City Council,Murrayville Swimming Pool,Murrayville,3512,-35.264765,141.18144,Swimming
5928,Mildura Rural City Council,Ouyen Swimming Pool,Ouyen,3490,-35.072282,142.316733,Swimming
5929,Mildura Rural City Council,Red Cliffs Swimming Pool,Red Cliffs,3496,-34.304425,142.188741,Swimming
5930,Mildura Rural City Council,Underbool Swimming Pool,Underbool,3509,-35.171307,141.807231,Swimming
5931,Mildura Rural City Council,Irymple Community Leisure Centre,Irymple,3498,-34.233455,142.164334,Table Tennis
5932,Mildura Rural City Council,Johansen Memorial Recreation Reserve,Cullulleraine,3496,-34.276956,141.603139,Tennis (Outdoor)
5933,Mildura Rural City Council,Kenny Park Recreation Reserve,Merbein,3505,-34.164337,142.053071,Tennis (Outdoor)
5934,Mildura Rural City Council,Mildura Lawn Tennis Club,Mildura,3500,-34.177486,142.161038,Tennis (Outdoor)
5935,Mildura Rural City Council,Murrayville Recreation Reserve,Murrayville,3512,-35.258747,141.183848,Tennis (Outdoor)
5936,Mildura Rural City Council,Nangiloc Recreation Reserve,Nangiloc,3494,-34.478388,142.362899,Tennis (Outdoor)
5937,Mildura Rural City Council,Old Aerodrome Sporting Complex,Mildura,3500,-34.172888,142.133003,Tennis (Outdoor)
5938,Mildura Rural City Council,Ouyen Lawn Tennis Club,Ouyen,3490,-35.067569,142.310194,Tennis (Outdoor)
5939,Mildura Rural City Council,Quandong Park,Red Cliffs,3496,-34.299474,142.18985,Tennis (Outdoor)
5940,Mildura Rural City Council,Torrita Recreation Reserve,Torrita,3490,-35.154949,141.934153,Tennis (Outdoor)
5941,Mildura Rural City Council,Underbool Recreation Reserve,Underbool,3509,-35.16829,141.814709,Tennis (Outdoor)
5942,Mildura Rural City Council,Walpeup Golf Club,Walpeup,3507,-35.138237,142.031539,Tennis (Outdoor)
5943,Mildura Rural City Council,Irymple Community Leisure Centre,Irymple,3498,-34.233455,142.164334,Volleyball
5945,Mitchell Shire Council,Contours Wallan,Wallan,3756,-37.416,144.9775,Aerobics
5946,Mitchell Shire Council,Curves Seymour,Seymour,3660,-37.019308,145.135505,Aerobics
5947,Mitchell Shire Council,Kilmore Leisure Centre,Kilmore,3764,-37.298362,144.95346,Aerobics
5948,Mitchell Shire Council,Seymour Sports and Aquatic Centre,Seymour,3660,-37.028321,145.1484,Aerobics
5949,Mitchell Shire Council,Totally Fit,Wallan,3756,-37.4105,144.979,Aerobics
5950,Mitchell Shire Council,JJ Clancy Reserve,Kilmore,3764,-37.28759,144.958648,Athletics
5951,Mitchell Shire Council,Chittick Park,Seymour,3660,-37.029162,145.149001,Australian Rules Football
5952,Mitchell Shire Council,Greenhill Reserve,Wallan,3756,-37.421504,144.980638,Australian Rules Football
5953,Mitchell Shire Council,Greenhill Reserve,Wallan,3756,-37.421504,144.980638,Australian Rules Football
5954,Mitchell Shire Council,Harley Hammond Reserve,Broadford,3658,-37.203397,145.044733,Australian Rules Football
5955,Mitchell Shire Council,JJ Clancy Reserve,Kilmore,3764,-37.28759,144.958648,Australian Rules Football
5956,Mitchell Shire Council,Kings Park Reserve,Seymour,3660,-37.022548,145.128997,Australian Rules Football
5957,Mitchell Shire Council,LB Davern Reserve,Wandong,3758,-37.357776,145.031567,Australian Rules Football
5958,Mitchell Shire Council,Tallarook Reserve,Tallarook,3659,-37.097423,145.095681,Australian Rules Football
5959,Mitchell Shire Council,Pyalong Recreation Hall,Pyalong,3521,-37.113981,144.857023,Badminton
5960,Mitchell Shire Council,RB Robson Stadium,Wallan,3756,-37.41536,144.980723,Badminton
5961,Mitchell Shire Council,Wandong Memorial Stadium,Wandong,3758,-37.358297,145.030944,Badminton
5962,Mitchell Shire Council,Mitchell Majors Baseball Club,Broadford,3658,-37.201825,145.0389,Baseball
5963,Mitchell Shire Council,Broadford Leisure Centre,Broadford,3658,-37.201799,145.039619,Basketball
5964,Mitchell Shire Council,RB Robson Stadium,Wallan,3756,-37.41536,144.980723,Basketball
