,suburb,sa2_code,unemp_rate,year
14363,olinda,211051282,3.2,2018
14364,mount dandenong,211051282,3.2,2018
14365,silvan,211051279,3.4,2018
14366,monbulk,211051279,3.4,2018
14367,coldstream,211051278,4.5,2018
14368,lilydale,211051278,4.5,2018
14369,yarra glen,211051276,4.8,2018
14370,healesville,211051276,4.8,2018
14371,selby,211051274,3.9,2018
14372,belgrave,211051274,3.9,2018
14373,warranwood,211031265,2.2,2018
14374,croydon hills,211031265,2.2,2018
14375,wonga park,211021262,1.5,2018
14376,warrandyte,211021262,1.5,2018
14377,park orchards,211021261,1.9,2018
14378,donvale,211021261,1.9,2018
14380,rowville,211011256,3.0,2018
14381,scoresby,211011254,3.5,2018
14382,knoxfield,211011254,3.5,2018
14383,somerton,210051249,13.0,2018
14384,roxburgh park,210051249,13.0,2018
14385,westmeadows,210051245,5.8,2018
14386,gladstone park,210051245,5.8,2018
14387,coolaroo,210051243,16.7,2018
14388,campbellfield,210051243,16.7,2018
14389,essendon west,210011230,1.8,2018
14390,niddrie,210011230,1.8,2018
14391,diamond creek,209031215,2.1,2018
14392,wattle glen,209031215,2.1,2018
14393,north warrandyte,209031214,1.4,2018
14394,research,209031214,1.4,2018
14395,yarrambat,209031213,1.6,2018
14396,plenty,209031213,1.6,2018
14397,st andrews,209031212,3.4,2018
14398,panton hill,209031212,3.4,2018
14399,yallambie,209011203,2.5,2018
14400,viewbank,209011203,2.5,2018
14401,briar hill,209011202,3.0,2018
14402,montmorency,209011202,3.0,2018
14403,eaglemont,209011201,1.1,2018
14404,ivanhoe east,209011201,1.1,2018
14405,rosanna,209011198,2.4,2018
14406,heidelberg,209011198,2.4,2018
14407,glen iris,208041194,1.8,2018
14408,malvern,208041194,1.8,2018
14409,parkdale,208031193,3.7,2018
14410,mordialloc,208031193,3.7,2018
14411,heatherton,208031191,5.4,2018
14412,moorabbin,208031191,5.4,2018
14413,aspendale,208031189,3.7,2018
14414,edithvale,208031189,3.7,2018
14415,highett,208031188,4.8,2018
14416,cheltenham,208031188,4.8,2018
14417,bonbeach,208031186,6.1,2018
14418,chelsea,208031186,6.1,2018
14419,patterson lakes,208031185,5.1,2018
14420,carrum,208031185,5.1,2018
14421,waterways,208031183,3.1,2018
14422,aspendale gardens,208031183,3.1,2018
14423,glen huntly,208021182,3.4,2018
14424,ormond,208021182,3.4,2018
14425,mckinnon,208021174,2.8,2018
14426,bentleigh,208021174,2.8,2018
14427,black rock,208011173,2.3,2018
14428,sandringham,208011173,2.3,2018
14429,highett,208011171,4.8,2018
14430,cheltenham,208011171,4.8,2018
14431,mont albert,207031167,2.8,2018
14432,surrey hills,207031167,2.8,2018
14433,canterbury,207011155,2.7,2018
14434,surrey hills,207011155,2.7,2018
14435,princes hill,206071140,4.0,2018
14436,carlton north,206071140,4.0,2018
14437,windsor,206061136,3.3,2018
14438,prahran,206061136,3.3,2018
14439,aberfeldie,206031114,3.2,2018
14440,essendon,206031114,3.2,2018
14441,fairfield,206021110,3.8,2018
14442,alphington,206021110,3.8,2018
14443,loch sport,205051100,5.0,2018
14444,longford,205051100,5.0,2018
14445,glengarry,205041098,3.6,2018
14446,yallourn north,205041098,3.6,2018
14447,newborough,205041095,10.8,2018
14448,moe,205041095,10.8,2018
14449,inverloch,205031093,5.9,2018
14450,wonthaggi,205031093,5.9,2018
14451,omeo,205021082,3.9,2018
14452,bruthen,205021082,3.9,2018
14453,indigo valley,204031070,2.9,2018
14454,chiltern,204031070,2.9,2018
14455,mount beauty,204031069,2.0,2018
14456,bright,204031069,2.0,2018
14457,broadford,204011056,3.5,2018
14458,kilmore,204011056,3.5,2018
14459,queenscliff,203031052,4.0,2018
14460,point lonsdale,203031052,4.0,2018
14461,barwon heads,203031050,2.8,2018
14462,ocean grove,203031050,2.8,2018
14463,anglesea,203031049,2.4,2018
14464,lorne,203031049,2.4,2018
14465,bell park,203021047,8.0,2018
14466,north geelong,203021047,8.0,2018
14467,moolap,203021045,12.5,2018
14468,newcomb,203021045,12.5,2018
14469,hamlyn heights,203021040,5.2,2018
14470,geelong west,203021040,5.2,2018
14471,norlane,203021038,21.9,2018
14472,corio,203021038,21.9,2018
14473,ascot,202011025,4.1,2018
14474,white hills,202011025,4.1,2018
14475,golden square,202011022,6.3,2018
14476,kangaroo flat,202011022,6.3,2018
14477,spring gully,202011021,5.3,2018
14478,flora hill,202011021,5.3,2018
14479,kennington,202011020,4.6,2018
14480,east bendigo,202011020,4.6,2018
14481,eaglehawk,202011019,8.0,2018
14482,california gully,202011019,8.0,2018
14483,clunes,201021010,3.6,2018
14484,creswick,201021010,3.6,2018
14485,miners rest,201011008,6.9,2018
14486,wendouree,201011008,6.9,2018
15804,alfredton,201011001,1.5,2019
15805,ballarat east,201011002,3.3,2019
15806,buninyong,201011005,1.6,2019
15807,delacombe,201011006,3.3,2019
15808,smythes creek,201011007,1.6,2019
15809,bacchus marsh,201021009,1.9,2019
15810,daylesford,201021011,2.4,2019
15811,gordon,201021012,2.1,2019
15812,avoca,201031013,5.2,2019
15813,beaufort,201031014,4.1,2019
15814,maryborough,201031016,7.6,2019
15815,maryborough,201031017,6.3,2019
15816,bendigo,202011018,7.0,2019
15817,maiden gully,202011023,1.3,2019
15818,strathfieldsaye,202011024,1.1,2019
15819,castlemaine,202021027,3.0,2019
15820,castlemaine,202021028,2.9,2019
15821,heathcote,202021029,5.9,2019
15822,kyneton,202021030,2.0,2019
15823,woodend,202021031,1.3,2019
15825,bannockburn,203011034,1.7,2019
15826,winchelsea,203011036,2.6,2019
15827,belmont,203021037,4.0,2019
15828,geelong,203021039,5.7,2019
15829,grovedale,203021041,3.0,2019
15830,highton,203021042,1.8,2019
15831,lara,203021043,3.6,2019
15832,leopold,203021044,3.1,2019
15833,newtown,203021046,2.3,2019
15834,clifton springs,203031048,4.5,2019
15835,portarlington,203031051,7.5,2019
15836,torquay,203031053,1.4,2019
15837,alexandra,204011054,3.2,2019
15838,euroa,204011055,3.7,2019
15839,mansfield,204011057,2.3,2019
15840,nagambie,204011058,3.2,2019
15841,seymour,204011059,7.5,2019
15843,yea,204011062,4.7,2019
15844,benalla,204021063,6.0,2019
15845,benalla,204021064,2.9,2019
15846,rutherglen,204021065,2.8,2019
15847,wangaratta,204021066,5.0,2019
15848,wangaratta,204021067,2.2,2019
15849,beechworth,204031068,2.4,2019
15850,myrtleford,204031071,3.3,2019
15851,towong,204031072,3.8,2019
15852,west wodonga,204031073,4.7,2019
15853,wodonga,204031074,5.2,2019
15854,yackandandah,204031075,1.8,2019
15855,drouin,205011076,2.7,2019
15857,trafalgar,205011078,1.9,2019
15858,warragul,205011079,2.5,2019
15859,bairnsdale,205021081,4.8,2019
15860,lakes entrance,205021084,5.3,2019
15861,orbost,205021085,5.9,2019
15862,paynesville,205021086,3.9,2019
15863,foster,205031087,2.1,2019
15864,korumburra,205031089,2.5,2019
15865,leongatha,205031090,2.0,2019
15867,churchill,205041094,3.8,2019
15868,morwell,205041096,10.1,2019
15869,traralgon,205041097,3.4,2019
15870,maffra,205051101,2.8,2019
15871,rosedale,205051102,2.6,2019
15872,sale,205051103,4.8,2019
15873,yarram,205051104,4.0,2019
15874,brunswick,206011105,5.5,2019
15875,brunswick east,206011106,4.7,2019
15876,brunswick west,206011107,6.6,2019
15877,coburg,206011108,7.4,2019
15878,pascoe vale south,206011109,4.7,2019
15879,northcote,206021111,4.7,2019
15880,thornbury,206021112,6.2,2019
15881,ascot vale,206031113,8.8,2019
15882,flemington,206031115,13.3,2019
15883,moonee ponds,206031116,3.8,2019
15884,carlton,206041117,6.4,2019
15885,docklands,206041118,1.9,2019
15886,east melbourne,206041119,1.2,2019
15887,kensington,206041121,5.0,2019
15888,melbourne,206041122,3.4,2019
15889,north melbourne,206041123,6.3,2019
15890,parkville,206041124,3.6,2019
15891,southbank,206041126,1.7,2019
15892,albert park,206051128,2.1,2019
15893,elwood,206051129,3.2,2019
15894,port melbourne,206051130,4.1,2019
15895,south melbourne,206051132,7.4,2019
15896,st kilda,206051133,5.8,2019
15897,st kilda east,206051134,5.0,2019
15898,armadale,206061135,1.9,2019
15899,toorak,206061138,2.0,2019
15900,abbotsford,206071139,3.1,2019
15901,collingwood,206071141,11.5,2019
15902,fitzroy,206071142,9.1,2019
15903,fitzroy north,206071143,4.9,2019
15904,richmond,206071144,5.2,2019
15905,ashburton,207011146,4.7,2019
15906,balwyn,207011147,3.8,2019
15907,balwyn north,207011148,3.7,2019
15908,camberwell,207011149,2.7,2019
15909,hawthorn,207011151,3.2,2019
15910,hawthorn east,207011152,2.6,2019
15911,kew,207011153,3.1,2019
15912,kew east,207011154,3.6,2019
15913,bulleen,207021156,5.9,2019
15914,doncaster,207021157,6.5,2019
15915,templestowe,207021159,4.1,2019
15916,templestowe lower,207021160,5.6,2019
15917,blackburn,207031161,5.0,2019
15918,blackburn south,207031162,6.7,2019
15919,box hill,207031163,7.2,2019
15920,box hill north,207031164,5.1,2019
15921,burwood,207031165,8.1,2019
15922,burwood east,207031166,6.2,2019
15923,beaumaris,208011168,1.8,2019
15924,brighton,208011169,1.6,2019
15925,brighton east,208011170,2.2,2019
15926,hampton,208011172,4.6,2019
15927,carnegie,208021176,3.5,2019
15928,elsternwick,208021179,2.7,2019
15929,hughesdale,208021180,4.1,2019
15930,murrumbeena,208021181,3.0,2019
15931,chelsea heights,208031187,6.8,2019
15932,mentone,208031190,4.5,2019
15933,malvern east,208041195,2.6,2019
15934,greensborough,209011197,2.8,2019
15935,heidelberg west,209011199,7.7,2019
15936,ivanhoe,209011200,1.5,2019
15937,watsonia,209011204,4.1,2019
15938,kingsbury,209021205,2.5,2019
15939,eltham,209031209,1.8,2019
15940,hurstbridge,209031210,2.7,2019
15941,kinglake,209031211,3.0,2019
15942,lalor,209041219,8.6,2019
15943,thomastown,209041223,9.4,2019
15944,wallan,209041224,4.2,2019
15945,whittlesea,209041225,3.8,2019
15946,airport west,210011226,4.0,2019
15947,keilor,210011228,3.0,2019
15948,keilor east,210011229,3.4,2019
15949,strathmore,210011231,1.7,2019
15950,gisborne,210021232,1.7,2019
15951,macedon,210021233,1.6,2019
15952,riddells creek,210021234,2.4,2019
15953,romsey,210021235,3.7,2019
15954,coburg north,210031236,4.9,2019
15955,fawkner,210031237,6.9,2019
15956,pascoe vale,210031239,2.8,2019
15957,sunbury,210041240,4.0,2019
15958,broadmeadows,210051242,20.4,2019
15959,meadow heights,210051247,20.3,2019
15960,melbourne airport,210051248,1.3,2019
15961,tullamarine,210051250,8.0,2019
15962,bayswater,211011251,4.4,2019
15963,lysterfield,211011255,1.2,2019
15964,wantirna,211011259,2.6,2019
15965,wantirna south,211011260,2.3,2019
15966,bayswater north,211031263,3.7,2019
15967,ringwood,211031266,5.1,2019
15968,ringwood east,211031267,4.0,2019
15969,ringwood north,211031268,1.5,2019
15970,forest hill,211041269,2.9,2019
15971,mitcham,211041270,2.1,2019
15972,nunawading,211041271,2.4,2019
15973,vermont,211041272,1.8,2019
15974,vermont south,211041273,1.6,2019
15975,chirnside park,211051275,2.7,2019
15976,kilsyth,211051277,3.9,2019
15977,montrose,211051280,2.5,2019
15978,mooroolbark,211051281,4.1,2019
15979,mount evelyn,211051283,2.7,2019
15981,koo wee rup,212011290,5.1,2019
15982,doveton,212021295,15.8,2019
15983,hallam,212021297,10.4,2019
15984,narre warren north,212021299,2.2,2019
15985,cranbourne,212031300,12.4,2019
15986,cranbourne east,212031301,4.6,2019
15987,cranbourne north,212031302,6.3,2019
15988,cranbourne south,212031303,3.4,2019
15989,cranbourne west,212031304,6.8,2019
15990,clayton south,212041310,3.8,2019
15991,dandenong,212041311,15.9,2019
15992,dandenong north,212041312,10.0,2019
15993,dingley village,212041313,2.6,2019
15994,keysborough,212041314,4.3,2019
15995,noble park north,212041316,8.3,2019
15996,springvale,212041317,8.2,2019
15997,springvale south,212041318,8.0,2019
15998,clayton,212051320,2.7,2019
15999,mulgrave,212051325,3.4,2019
16000,wheelers hill,212051327,1.8,2019
16001,cairnlea,213011329,5.6,2019
16002,delahey,213011331,8.3,2019
16003,keilor downs,213011332,7.0,2019
16004,kings park,213011333,11.9,2019
16005,sunshine,213011336,9.1,2019
16006,sunshine north,213011337,11.1,2019
16007,sunshine west,213011338,10.5,2019
16008,sydenham,213011339,5.5,2019
16009,taylors lakes,213011340,3.1,2019
16010,altona,213021341,3.5,2019
16011,altona meadows,213021342,5.4,2019
16012,altona north,213021343,6.4,2019
16013,newport,213021344,2.9,2019
16014,seabrook,213021345,4.0,2019
16015,williamstown,213021346,2.6,2019
16016,braybrook,213031347,7.9,2019
16017,footscray,213031348,6.6,2019
16018,maribyrnong,213031349,2.6,2019
16019,yarraville,213031352,2.8,2019
16020,bacchus marsh,213041353,5.9,2019
16021,hillside,213041355,3.3,2019
16022,melton,213041356,11.6,2019
16023,melton south,213041357,10.6,2019
16024,melton west,213041358,8.9,2019
16025,taylors hill,213041360,3.5,2019
16026,laverton,213051363,6.0,2019
16027,tarneit,213051365,3.7,2019
16028,truganina,213051366,3.2,2019
16029,wyndham vale,213051369,6.7,2019
16030,carrum downs,214011370,5.6,2019
16031,frankston,214011371,9.5,2019
16032,frankston north,214011372,12.6,2019
16033,frankston south,214011373,2.7,2019
16034,langwarrin,214011374,3.4,2019
16035,seaford,214011375,6.5,2019
16036,dromana,214021377,4.2,2019
16037,flinders,214021378,1.5,2019
16038,mornington,214021380,4.1,2019
16039,mount eliza,214021381,1.0,2019
16040,mount martha,214021382,1.7,2019
16042,somerville,214021385,3.5,2019
16043,ararat,215011386,6.2,2019
16044,ararat,215011387,3.1,2019
16045,horsham,215011388,4.5,2019
16046,horsham,215011389,2.5,2019
16048,st arnaud,215011391,4.9,2019
16049,stawell,215011392,5.5,2019
16052,irymple,215021395,2.6,2019
16053,merbein,215021396,5.1,2019
16054,mildura,215021398,2.3,2019
16055,red cliffs,215021399,5.1,2019
16057,gannawarra,215031401,3.5,2019
16058,kerang,215031402,6.0,2019
16059,robinvale,215031403,3.5,2019
16060,swan hill,215031404,4.6,2019
16061,swan hill,215031405,3.8,2019
16062,echuca,216011406,3.5,2019
16063,kyabram,216011407,3.5,2019
16064,rochester,216011409,3.0,2019
16065,rushworth,216011410,4.6,2019
16066,cobram,216021411,4.0,2019
16068,numurkah,216021413,3.6,2019
16069,yarrawonga,216021414,3.0,2019
16070,mooroopna,216031415,5.4,2019
16072,hamilton,217011421,3.7,2019
16073,portland,217011422,5.4,2019
16075,camperdown,217031471,3.2,2019
16076,colac,217031472,3.0,2019
16077,colac colac,217031473,1.9,2019
16079,gunbower,216011408,2.4,2019
16080,lockington,216011408,2.4,2019
16081,mccrae,214021384,8.7,2019
16082,rosebud,214021384,8.7,2019
16083,somers,214021379,6.2,2019
16084,hastings,214021379,6.2,2019
16085,sandhurst,214011376,2.8,2019
16086,skye,214011376,2.8,2019
16087,mount cottrell,213041359,6.7,2019
16088,rockbank,213041359,6.7,2019
16089,tottenham,213031351,5.2,2019
16090,west footscray,213031351,5.2,2019
16091,kingsville,213031350,3.2,2019
16092,seddon,213031350,3.2,2019
16093,derrimut,213011330,7.9,2019
16094,deer park,213011330,7.9,2019
16095,albion,213011328,8.8,2019
16096,ardeer,213011328,8.8,2019
16097,huntingdale,212051326,3.6,2019
16098,oakleigh,212051326,3.6,2019
16099,chadstone,212051319,4.0,2019
16100,ashwood,212051319,4.0,2019
16101,oakleigh south,212041309,4.5,2019
16102,clarinda,212041309,4.5,2019
16103,tooradin,212031308,4.3,2019
16104,pearcedale,212031308,4.3,2019
16105,lyndhurst,212031306,4.0,2019
16106,lynbrook,212031306,4.0,2019
16107,lynbrook,212031305,10.2,2019
16108,hampton park,212031305,10.2,2019
16109,cockatoo,212011289,3.3,2019
16110,emerald,212011289,3.3,2019
16111,garfield,212011288,4.2,2019
16112,bunyip,212011288,4.2,2019
16113,officer,212011287,3.9,2019
16114,beaconsfield,212011287,3.9,2019
16115,seville,211051285,2.3,2019
16117,tecoma,211051284,2.7,2019
16118,upwey,211051284,2.7,2019
16119,olinda,211051282,2.1,2019
16120,mount dandenong,211051282,2.1,2019
16121,silvan,211051279,2.3,2019
16122,monbulk,211051279,2.3,2019
16123,coldstream,211051278,3.5,2019
16124,lilydale,211051278,3.5,2019
16125,yarra glen,211051276,3.5,2019
16126,healesville,211051276,3.5,2019
16127,selby,211051274,2.8,2019
16128,belgrave,211051274,2.8,2019
16129,warranwood,211031265,1.7,2019
16130,croydon hills,211031265,1.7,2019
16131,wonga park,211021262,1.0,2019
16132,warrandyte,211021262,1.0,2019
16133,park orchards,211021261,1.4,2019
16134,donvale,211021261,1.4,2019
16136,rowville,211011256,2.2,2019
16137,scoresby,211011254,2.5,2019
16138,knoxfield,211011254,2.5,2019
16139,somerton,210051249,13.0,2019
16140,roxburgh park,210051249,13.0,2019
16141,westmeadows,210051245,6.2,2019
16142,gladstone park,210051245,6.2,2019
16143,coolaroo,210051243,16.5,2019
16144,campbellfield,210051243,16.5,2019
16145,essendon west,210011230,2.4,2019
16146,niddrie,210011230,2.4,2019
16147,diamond creek,209031215,1.9,2019
16148,wattle glen,209031215,1.9,2019
16149,north warrandyte,209031214,1.3,2019
16150,research,209031214,1.3,2019
16151,yarrambat,209031213,1.4,2019
16152,plenty,209031213,1.4,2019
16153,st andrews,209031212,2.7,2019
16154,panton hill,209031212,2.7,2019
16155,yallambie,209011203,2.4,2019
16156,viewbank,209011203,2.4,2019
16157,briar hill,209011202,2.8,2019
16158,montmorency,209011202,2.8,2019
16159,eaglemont,209011201,1.0,2019
16160,ivanhoe east,209011201,1.0,2019
16161,rosanna,209011198,2.2,2019
16162,heidelberg,209011198,2.2,2019
16163,glen iris,208041194,2.0,2019
16164,malvern,208041194,2.0,2019
16165,parkdale,208031193,4.3,2019
16166,mordialloc,208031193,4.3,2019
16167,heatherton,208031191,5.2,2019
16168,moorabbin,208031191,5.2,2019
16169,aspendale,208031189,4.0,2019
16170,edithvale,208031189,4.0,2019
16171,highett,208031188,4.9,2019
16172,cheltenham,208031188,4.9,2019
16173,bonbeach,208031186,6.8,2019
16174,chelsea,208031186,6.8,2019
16175,patterson lakes,208031185,5.9,2019
16176,carrum,208031185,5.9,2019
16177,waterways,208031183,3.3,2019
16178,aspendale gardens,208031183,3.3,2019
16179,glen huntly,208021182,3.8,2019
16180,ormond,208021182,3.8,2019
16181,mckinnon,208021174,3.1,2019
16182,bentleigh,208021174,3.1,2019
16183,black rock,208011173,2.6,2019
16184,sandringham,208011173,2.6,2019
16185,highett,208011171,4.7,2019
16186,cheltenham,208011171,4.7,2019
16187,mont albert,207031167,3.1,2019
16188,surrey hills,207031167,3.1,2019
16189,canterbury,207011155,2.9,2019
16190,surrey hills,207011155,2.9,2019
16191,princes hill,206071140,4.6,2019
16192,carlton north,206071140,4.6,2019
16193,windsor,206061136,3.6,2019
16194,prahran,206061136,3.6,2019
16195,aberfeldie,206031114,3.6,2019
16196,essendon,206031114,3.6,2019
16197,fairfield,206021110,4.2,2019
16198,alphington,206021110,4.2,2019
16199,loch sport,205051100,3.9,2019
16200,longford,205051100,3.9,2019
16201,glengarry,205041098,2.7,2019
16202,yallourn north,205041098,2.7,2019
16203,newborough,205041095,7.0,2019
16204,moe,205041095,7.0,2019
16205,inverloch,205031093,4.0,2019
16206,wonthaggi,205031093,4.0,2019
16207,omeo,205021082,2.5,2019
16208,bruthen,205021082,2.5,2019
16209,indigo valley,204031070,3.8,2019
16210,chiltern,204031070,3.8,2019
16211,mount beauty,204031069,1.9,2019
16212,bright,204031069,1.9,2019
16213,broadford,204011056,3.5,2019
16214,kilmore,204011056,3.5,2019
16215,queenscliff,203031052,2.3,2019
16216,point lonsdale,203031052,2.3,2019
16217,barwon heads,203031050,2.1,2019
16218,ocean grove,203031050,2.1,2019
16219,anglesea,203031049,1.7,2019
16220,lorne,203031049,1.7,2019
16221,bell park,203021047,5.9,2019
16222,north geelong,203021047,5.9,2019
16223,moolap,203021045,9.5,2019
16224,newcomb,203021045,9.5,2019
16225,hamlyn heights,203021040,3.7,2019
16226,geelong west,203021040,3.7,2019
16227,norlane,203021038,15.5,2019
16228,corio,203021038,15.5,2019
16229,ascot,202011025,3.0,2019
16230,white hills,202011025,3.0,2019
16231,golden square,202011022,4.5,2019
16232,kangaroo flat,202011022,4.5,2019
16233,spring gully,202011021,3.9,2019
16234,flora hill,202011021,3.9,2019
16235,kennington,202011020,3.7,2019
16236,east bendigo,202011020,3.7,2019
16237,eaglehawk,202011019,6.3,2019
16238,california gully,202011019,6.3,2019
16239,clunes,201021010,3.5,2019
16240,creswick,201021010,3.5,2019
16241,miners rest,201011008,6.0,2019
16242,wendouree,201011008,6.0,2019
17560,alfredton,201011001,3.4,2020
17561,ballarat east,201011002,5.2,2020
17562,buninyong,201011005,3.1,2020
17563,delacombe,201011006,6.1,2020
17564,smythes creek,201011007,2.7,2020
17565,bacchus marsh,201021009,4.3,2020
17566,daylesford,201021011,5.2,2020
17567,gordon,201021012,3.6,2020
17568,avoca,201031013,6.9,2020
17569,beaufort,201031014,5.6,2020
17570,maryborough,201031016,11.5,2020
17571,maryborough,201031017,9.7,2020
17572,bendigo,202011018,8.9,2020
17573,maiden gully,202011023,2.2,2020
17574,strathfieldsaye,202011024,2.0,2020
17575,castlemaine,202021027,4.7,2020
17576,castlemaine,202021028,4.4,2020
17577,heathcote,202021029,6.8,2020
17578,kyneton,202021030,3.3,2020
17579,woodend,202021031,2.2,2020
17581,bannockburn,203011034,2.4,2020
17582,winchelsea,203011036,3.1,2020
17583,belmont,203021037,4.5,2020
17584,geelong,203021039,5.3,2020
17585,grovedale,203021041,3.7,2020
17586,highton,203021042,2.5,2020
17587,lara,203021043,3.7,2020
17588,leopold,203021044,3.3,2020
17589,newtown,203021046,2.3,2020
17590,clifton springs,203031048,4.6,2020
17591,portarlington,203031051,6.8,2020
17592,torquay,203031053,2.8,2020
17593,alexandra,204011054,3.2,2020
17594,euroa,204011055,3.1,2020
17595,mansfield,204011057,2.3,2020
17596,nagambie,204011058,2.7,2020
17597,seymour,204011059,6.2,2020
17599,yea,204011062,3.9,2020
17600,benalla,204021063,4.3,2020
17601,benalla,204021064,2.3,2020
17602,rutherglen,204021065,2.6,2020
17603,wangaratta,204021066,4.0,2020
17604,wangaratta,204021067,1.8,2020
17605,beechworth,204031068,2.3,2020
17606,myrtleford,204031071,3.0,2020
17607,towong,204031072,2.5,2020
17608,west wodonga,204031073,3.6,2020
17609,wodonga,204031074,4.2,2020
17610,yackandandah,204031075,1.5,2020
17611,drouin,205011076,4.7,2020
17613,trafalgar,205011078,3.3,2020
17614,warragul,205011079,4.1,2020
17615,bairnsdale,205021081,6.6,2020
17616,lakes entrance,205021084,7.4,2020
17617,orbost,205021085,8.4,2020
17618,paynesville,205021086,6.0,2020
17619,foster,205031087,4.1,2020
17620,korumburra,205031089,4.0,2020
17621,leongatha,205031090,3.5,2020
17623,churchill,205041094,5.6,2020
17624,morwell,205041096,14.0,2020
17625,traralgon,205041097,5.3,2020
17626,maffra,205051101,4.5,2020
17627,rosedale,205051102,3.9,2020
17628,sale,205051103,6.5,2020
17629,yarram,205051104,5.4,2020
17630,brunswick,206011105,7.0,2020
17631,brunswick east,206011106,6.7,2020
17632,brunswick west,206011107,8.1,2020
17633,coburg,206011108,8.5,2020
17634,pascoe vale south,206011109,5.9,2020
17635,northcote,206021111,6.4,2020
17636,thornbury,206021112,7.8,2020
17637,ascot vale,206031113,8.1,2020
17638,flemington,206031115,12.3,2020
17639,moonee ponds,206031116,5.0,2020
17640,carlton,206041117,7.0,2020
17641,docklands,206041118,3.4,2020
17642,east melbourne,206041119,3.1,2020
17643,kensington,206041121,5.8,2020
17644,melbourne,206041122,4.3,2020
17645,north melbourne,206041123,7.0,2020
17646,parkville,206041124,4.8,2020
17647,southbank,206041126,3.2,2020
17648,albert park,206051128,3.6,2020
17649,elwood,206051129,5.1,2020
17650,port melbourne,206051130,5.0,2020
17651,south melbourne,206051132,7.1,2020
17652,st kilda,206051133,6.8,2020
17653,st kilda east,206051134,6.1,2020
17654,armadale,206061135,3.9,2020
17655,toorak,206061138,3.6,2020
17656,abbotsford,206071139,4.7,2020
17657,collingwood,206071141,10.2,2020
17658,fitzroy,206071142,10.1,2020
17659,fitzroy north,206071143,6.4,2020
17660,richmond,206071144,5.6,2020
17661,ashburton,207011146,5.3,2020
17662,balwyn,207011147,5.1,2020
17663,balwyn north,207011148,4.4,2020
17664,camberwell,207011149,3.9,2020
17665,hawthorn,207011151,4.3,2020
17666,hawthorn east,207011152,4.1,2020
17667,kew,207011153,4.8,2020
17668,kew east,207011154,4.6,2020
17669,bulleen,207021156,6.6,2020
17670,doncaster,207021157,8.7,2020
17671,templestowe,207021159,6.0,2020
17672,templestowe lower,207021160,6.8,2020
17673,blackburn,207031161,5.8,2020
17674,blackburn south,207031162,7.4,2020
17675,box hill,207031163,7.2,2020
17676,box hill north,207031164,5.7,2020
17677,burwood,207031165,7.7,2020
17678,burwood east,207031166,6.7,2020
17679,beaumaris,208011168,3.9,2020
17680,brighton,208011169,3.6,2020
17681,brighton east,208011170,4.7,2020
17682,hampton,208011172,6.2,2020
17683,carnegie,208021176,5.5,2020
17684,elsternwick,208021179,5.4,2020
17685,hughesdale,208021180,6.1,2020
17686,murrumbeena,208021181,6.0,2020
17687,chelsea heights,208031187,8.7,2020
17688,mentone,208031190,7.2,2020
17689,malvern east,208041195,4.7,2020
17690,greensborough,209011197,4.3,2020
17691,heidelberg west,209011199,10.7,2020
17692,ivanhoe,209011200,3.2,2020
17693,watsonia,209011204,6.1,2020
17694,kingsbury,209021205,4.4,2020
17695,eltham,209031209,3.3,2020
17696,hurstbridge,209031210,5.2,2020
17697,kinglake,209031211,6.0,2020
17698,lalor,209041219,11.7,2020
17699,thomastown,209041223,11.7,2020
17700,wallan,209041224,7.3,2020
17701,whittlesea,209041225,6.5,2020
17702,airport west,210011226,6.9,2020
17703,keilor,210011228,5.4,2020
17704,keilor east,210011229,6.3,2020
17705,strathmore,210011231,3.7,2020
17706,gisborne,210021232,3.9,2020
17707,macedon,210021233,3.1,2020
17708,riddells creek,210021234,4.4,2020
17709,romsey,210021235,5.3,2020
17710,coburg north,210031236,7.8,2020
17711,fawkner,210031237,11.2,2020
17712,pascoe vale,210031239,5.6,2020
17713,sunbury,210041240,6.7,2020
17714,broadmeadows,210051242,24.3,2020
17715,meadow heights,210051247,26.1,2020
17716,melbourne airport,210051248,6.0,2020
17717,tullamarine,210051250,11.6,2020
17718,bayswater,211011251,7.8,2020
17719,lysterfield,211011255,3.0,2020
17720,wantirna,211011259,5.2,2020
17721,wantirna south,211011260,4.7,2020
17722,bayswater north,211031263,6.1,2020
17723,ringwood,211031266,8.2,2020
17724,ringwood east,211031267,5.8,2020
17725,ringwood north,211031268,3.9,2020
17726,forest hill,211041269,5.5,2020
17727,mitcham,211041270,4.2,2020
17728,nunawading,211041271,4.7,2020
17729,vermont,211041272,3.8,2020
17730,vermont south,211041273,4.0,2020
17731,chirnside park,211051275,5.6,2020
17732,kilsyth,211051277,7.2,2020
17733,montrose,211051280,4.7,2020
17734,mooroolbark,211051281,6.3,2020
17735,mount evelyn,211051283,4.7,2020
17737,koo wee rup,212011290,6.1,2020
17738,doveton,212021295,17.1,2020
17739,hallam,212021297,11.9,2020
17740,narre warren north,212021299,3.4,2020
17741,cranbourne,212031300,12.8,2020
17742,cranbourne east,212031301,6.6,2020
17743,cranbourne north,212031302,8.0,2020
17744,cranbourne south,212031303,5.1,2020
17745,cranbourne west,212031304,7.8,2020
17746,clayton south,212041310,5.5,2020
17747,dandenong,212041311,15.3,2020
17748,dandenong north,212041312,10.7,2020
17749,dingley village,212041313,4.1,2020
